,title,type,similarity,duration,sale,date,bgm,language,genre,public_time
325,2020夏装新款性感吊带上衣时尚高腰宽松阔腿裤两件套洋气减龄套装,内衣,0.70710677,9,125,2020/7/5 15:14,DDU-DU DDU-DU (DJ版) - 沐泽,,,
326,六粒扣牛仔裤,服装,1.0,10,259,2020/7/5 15:26,愿得一人心 (钢琴版) - 赵海洋,纯音乐,EasyListening,2016-03-26
327,高级感洋气鳄鱼纹小方包网红手提包2020新款潮单肩包女百搭斜挎包,服装,1.0,9,470,2020/7/5 15:29,My Boyfriend Is Gay - Hailey Rowe,,,
328,【仙子数学大招课】突破4种方法，熟练运用极化恒等式,图书,1.0,42,13,2020/7/5 15:29,Don't Go (Giving Your Love Away Live) - Sonia Dada,英语,Pop,2018-12-25
329,plok2020夏季新款短袖t恤女短款宽松休闲韩版圆领百搭半袖上衣潮,服装,0.6098339,32,2,2020/7/5 15:38,蔬菜沙拉 - 未知,国语,Children,2002-11-28
330,皮衣,服装,0.70710677,10,12,2020/7/5 15:45,大大大 - 陈沈,,,
331,无袖T恤,服装,0.70710677,6,57,2020/7/5 15:46,울고 싶지 않아 (Don't Wanna Cry) (不想哭) - SEVENTEEN,,,
332,2020年夏季新款金色水钻尖头高跟鞋女细跟性感包头凉鞋女时尚百搭,服装,1.0,9,130,2020/7/5 15:50,热火斯卡拉 (DJ版) - 艾妞姐姐,,,
333,【1盒30包】太太胶原蛋白固体饮料水解肽精华粉，颜值保鲜,美妆,1.0,95,3400,2020/7/5 16:01,Dance Monkey - Tones And I,纯音乐,,2020-02-18
334,地板革自粘PVC地板革厚度1.8mm,家装,1.0,12,545,2020/7/5 16:23,阿果吉曲 (最火版) - 未知,,,
335,雪尼尔 沙发垫,家装,1.0,10,3,2020/7/5 16:28,疯掉 - 袁熙曼,,,
336,【丹妮优品】香香菱格珍珠包305,饰品,1.0,15,261,2020/7/5 16:31,美丽的神话 - 纯音乐,,,
337,简约条纹防晒衫外套6621,美妆,1.0,15,281,2020/7/5 16:51,背对背拥抱 (DJ版) - 谭晓晨、歌者凌风、小可（热曲）,国语,Dance,2020-06-29
338,妈妈连衣裙夏装高贵洋气2020新款阔太太旗袍中年女春装裙子中老年,服装,0.7694780999999999,8,1700,2020/7/5 16:56,水墨丹青 (Live) - 李玉刚,,,
339,【全锋】搅拌器混凝土水钻打灰搅灰杆拌机水泥砂浆拌灰搅灰神器,家装,1.0,19,28,2020/7/5 18:10,放手一搏 (DJ版) - 三郎,国语,Pop,2020-05-01
340,欧韩版女装亚麻套装,服装,1.0,14,18,2020/7/5 18:12,一寒辞 - 音阙诗听、流芒菌,,,
341,U.VN 发光休闲时尚运动套装女夏季韩版宽松短袖t恤短裤健身两件套,服装,0.7694780999999999,10,28,2020/7/5 18:18,"Luv(sic.), Pt. 3 - Nujabes、Shing02",英语,Soundtrack,2006-04-10
342,电动清缝机锥刀开槽清理扩缝工具瓷砖地板清缝机,车品,0.77955955,13,3,2020/7/5 18:19,ᥓᥣᥭᥰ ᥟᥣᥢ ᥐᥧᥭᥱ - July Tun,,,
343,露肩吊带单排扣小衫遮肉减龄显瘦 防走光百褶短半身裙二件套装,服装,1.0,11,44,2020/7/5 18:19,此情一直在心间 - 花姐,国语,Pop,2020-05-14
344,街边儿一次性烧烤炉环保无烟室内户外野餐炭烤简易便携次日达包邮,运动,0.5465288,27,215,2020/7/5 18:20,玛卡巴卡 - 陈不羞羞呀,国语,,2020-03-07
345,2020新款日系夏日学院风衬衫百褶裙套装,服装,1.0,14,5,2020/7/5 18:20,捉泥鳅 (Live) - 庄心妍,国语,,2014-05-05
346,恒木森 高档席梦思床垫#600,运动,0.7729085,11,14,2020/7/5 18:21,夜嗨旋律 - 肖宇帆,,,
347,陕西洛川红富士80#大果12斤当季新鲜水果包邮,食品,1.0,13,52,2020/7/5 18:34,怪我吧 (DJ沈念版) - 亦伊,,,
348,同款4G网络遥控车双电池仓位支架视频传输APP控制,车品,1.0,11,4,2020/7/5 18:36,Seattle Drew and the Reverend Fu (arr. V. Norman) - tim young、United States Army Field Band,,,
349,20112牛仔裙,服装,1.0,8,52,2020/7/5 18:39,女孩子都是神明掉人间的可爱鬼 - 芮宝,其他,WorldMusic,2020-07-14
350,可依国风旗袍  网纱法式蚀骨  FH,服装,1.0,18,133,2020/7/5 18:41,广寒宫 - 饭思思,国语,Pop,2019-04-30
351,欧瑞博全屋智能家居控制系统别墅大平层公寓智能家居定制解决方案,家装,0.99999994,38,5,2020/7/5 19:14,Fashion - The Royal Concept,英语,Alternative,2015-08-21
352,火吧流汁宽粉240g*5包  Q弹爽滑,箱包,0.5168602,37,17,2020/7/5 19:14,冲动的惩罚 - 刀郎,国语,Pop,2004-01-06
353,【育儿家教】正版 听孩子说胜过对孩子说 领观家教,电器,0.57735026,27,11,2020/7/5 19:16,Groovin' High - Lou Donaldson,英语,Jazz,2019-10-16
354,2020时尚针织V领开衫,服装,1.0,9,4798,2020/7/5 19:18,不谓侠 - CRITTY,国语,Pop,2019-11-15
355,恒木森 高档席梦思床垫#600,运动,0.7729085,14,14,2020/7/5 19:19,夜嗨旋律 (Remix) - 肖宇帆,纯音乐,Pop,2020-05-23
356,男士发胶喷雾定型干胶清香啫喱水膏无味保湿头发造型摩丝发泥发蜡,美妆,1.0,87,25000,2020/7/5 20:51,万有引力 - F*yy,国语,Pop,2012-07-16
357,kelme卡尔美西班牙人19/20赛季 足球服 武磊球员版印字印号球衣,运动,0.70710677,18,0,2020/7/5 20:52,你的答案 - 阿冗,国语,Pop,2019-11-01
358,奥迪车标改装发光创意四环装饰车标灯动态中网A3A4LA6Q5Q3前车标,运动,0.70710677,9,2,2020/7/5 20:52,EA7硬曲 (Remix) - 马天浩,纯音乐,,2019-09-27
359,柒剑谷【剁椒辣子鸡】瓶装辣椒酱香辣下饭菜205克 包邮,食品,1.0,19,125,2020/7/5 20:53,处处吻 - 亮声open,粤语,Pop,2004-12-01
360,靓影降温剂柠檬清香一秒降温,家装,1.0,21,20,2020/7/5 20:53,馬鹿ふたり - Key Sounds Label,纯音乐,Soundtrack,2005-01-28
361,72115新款冰氧吧潮流修身半袖烫金刺绣潮牌t恤男,服装,1.0,4,19,2020/7/5 20:55,Kalinka (高潮版) - 小猫多鱼,俄语,Dance,2020-05-26
362,岩板圆形茶几金属意式极简储物伸缩小户型轻奢简约现代大理石茶几,家装,0.57735026,14,3,2020/7/5 21:06,你是人间四月天 - 小阿枫,国语,,2020-07-07
363,2020三娘耳环,饰品,1.0,11,43,2020/7/5 21:07,不愿看到你流泪 (DJ晓鹰版) - 高进,,,
364,马登工装 美式复古头层植糅牛皮快脱扣皮带阿美咔叽消防员腰带男,饰品,1.0,38,447,2020/7/5 21:09,抖音最火换装卡点 (抖音完整原版) - 未知,纯音乐,Pop,2020-06-30
365,小鱼教练推荐卡包、送科二科三教学技巧,箱包,0.70710677,17,14,2020/7/5 21:10,最后的倾诉 (并四版) - 刘晓,,,
366,冰爽丝拼接真丝缎连衣裙,服装,1.0,11,14,2020/7/5 21:11,Béradêro - Chico César,葡萄牙语,R&B,2007-05-29
367,腰部闪钻高腰长裤夏季薄款,服装,1.0,13,109,2020/7/5 21:13,In The End - Tommee Profitt、Fleurie,英语,Metal,2000-10-24
368,江南造寸1-8833款上衣 1XL~6XL,服装,1.0,6,1610,2020/7/5 21:14,入骨相思谁人懂 - 暴林、乔玲儿,国语,Pop,2019-05-14
369,木耳边衬衫,服装,1.0,8,3780,2020/7/5 21:14,一千零一次我爱你 - 李浩然,国语,Pop,2020-04-15
370,珍珠手链,饰品,0.70710677,8,75,2020/7/5 21:15,烟雨江南 - 云菲菲,国语,Pop,2015-05-07
371,111~蕾蕾自留款中国风盘扣上衣 ,服装,1.0,18,52,2020/7/5 21:18,少女的祈祷 - 杨千嬅,粤语,Pop,2000-09-08
372,网面豆豆鞋,运动,0.7729085,11,55,2020/7/5 21:18,来吧展示 - 熊宝宝,国语,Dance,2020-05-09
373,三姐妹家吊带连衣裙1193#1129#,服装,1.0,6,7,2020/7/5 21:19,Wonderful U - 张含韵,英语,Pop,2016-03-14
374,澜芝  大版美背字母印花T【均码100-160】,服装,1.0,8,123,2020/7/5 21:20,阳光总在风雨后 - 许美静,国语,Pop,1997-01-01
375,夏季新款时尚百搭单肩斜跨包,服装,1.0,6,89,2020/7/5 21:21,微笑吧 (DJ改版) - 张一阳,国语,Dance,2020-05-21
376,妙兮家 夏季新款  双领蕾丝钩花打底,服装,1.0,7,1210,2020/7/5 21:29,男人女人都不睡 - 69、DJ蒋先生、虞姬、多多,纯音乐,Pop,2020-04-24
377,汽车门槛条,车品,0.70710677,13,66,2020/7/5 21:32,有多少 (DJ版) - 孙方,国语,,2020-01-10
378,疯味世代  风干牛肉五香/麻辣味100元3包，200元7包，每包 100g,箱包,0.5168602,89,32,2020/7/5 21:34,いいのかな? - 水谷広実,,,
379,20112牛仔裙,服装,1.0,8,54,2020/7/5 21:35,女孩子都是神明掉人间的可爱鬼 (Remix) - 芮宝,纯音乐,Soundtrack,2013-12-25
380,2020夏季大码宽松显瘦半袖,服装,1.0,10,27,2020/7/5 21:40,Rendez-Vous Sur La Costa Del Sol (DJ版) - DJ,英语,Dance,2015-10-30
381,【厂家直销✅】汽车香水摆件吉象葫芦车内摆件车载装饰品马车香水,美妆,1.0,7,40,2020/7/5 21:40,四块五 - 王晴音乐,国语,,2020-02-14
382,C126贴布牛仔八分裤 ,服装,1.0,7,681,2020/7/5 21:45,胖子多棒 (片段) - 李有诗,,,
383,低卡冰激凌桶装方糕雪糕低脂蛋糕无蔗糖冰淇淋9杯,食品,1.0,179,127,2020/7/5 21:48,梦中的太阳 - 洛桑甲措,,,
384,2020夏季新款连衣裙大码女装舒适苎麻数码花圆领撞色盘扣长裙8227,数码,1.0,15,21,2020/7/5 22:12,知道不知道 - 刘韵,国语,Pop,2012-02-18
385,脚蹬拉力器仰卧起坐瘦肚子辅助健身瑜伽器材家用弹力绳,运动,0.6345175000000001,7,312,2020/7/5 22:15,oh boby 看不到你 - 69,,,
386,PLAY正品幻想博物馆趣味香氛6合1洗护套装2洗2护2发膜洗护发珠珠,饰品,1.0,29,9,2020/7/5 22:21,Blueming (改编版片段) - 张大千子,,,
387,9943破洞珍珠牛仔裤,饰品,1.0,15,276,2020/7/5 22:25,口是心非 - 丫蛋蛋(马启涵)、崔铭嘉,国语,Pop,2020-03-02
388,云耕物作暖姜红糖浓姜红糖姜茶独立包装盒装96g,食品,1.0,56,55,2020/7/5 22:28,UNINE手写科普室--幕后大公开 - 未知,,,
389,岩板圆形茶几金属意式极简储物伸缩小户型轻奢简约现代大理石茶几,家装,0.57735026,12,3,2020/7/5 22:29,你是人间四月天 (片段) - 小阿枫,国语,,2020-04-05
390,卡通亲子毛衣,服装,1.0,10,343,2020/7/5 22:34,串烧 - 69、娜娜丽莎、虞姬、小可,,,
391,Croxx Benny墨夜之心美妆蛋干湿两用不吃粉化妆工具气垫海绵粉扑,美妆,1.0,29,9177,2020/7/5 22:34,Old Threads - Deep East Music,纯音乐,Pop,2019-05-16
392,【不会掉的呼啦圈】懒人运动健身收腹美腰神器T9,运动,1.0,11,2620,2020/7/5 22:36,万有引力 - 坏小欠,,,
393,经典百搭水桶包5502,服装,1.0,7,346,2020/7/5 22:36,遥远的你 - 美樱桃,国语,Pop,2018-12-02
394,【预售十天发货】苎麻重工刺绣民族风衬衫,服装,1.0,8,88,2020/7/5 22:37,你的万水千山 - 海来阿木,,,
395,厚力兄妹团 麦克风领夹手机录音采访vlog单反收音麦声控话筒WJ,数码,0.6580853,15,7,2020/7/5 22:37,最远的你是我最近的爱 - 孙艺琪,,,
396,【原创手绘】华为nova7se/小米10pro/小米9/pro个性玻璃手机壳,数码,0.7962465999999999,14,270,2020/7/5 22:50,来给生活比个耶 - 沈木,国语,Pop,2020-05-22
397,M-4XL大码牛仔短裤两件套夏季新款大码女装宽松短袖t恤洋气5009,服装,0.7771102,8,466,2020/7/5 22:53,欢喜就好 (DJ在忠、DJ河源小天版) - 陈雷,闽南语,Pop,2019-08-31
398,新疆西尔丹雪莲辣椒丝甜椒酱190g*5瓶五种口味牛肉辣椒丁炒米粉酱,食品,1.0,37,8,2020/7/5 22:57,新疆味道 - 王洋,国语,Pop,2016-06-06
399,靓小靓 6月30号新品630当季新品,服装,1.0,6,1,2020/7/5 23:02,千本樱 (钢琴版) - 昼夜,,,
400,纯羊毛大衣,服装,1.0,10,3,2020/7/5 23:04,爱的可能 - 师硕晗,国语,Pop,2003-12-30
401,情深深 重磅仿香云纱旗袍,服装,1.0,7,23,2020/7/5 23:08,雨碎江南 (琵琶版) - 纯音乐,,,
402,2020新款亮片字母（ABC）T（90-180斤）,饰品,1.0,7,1510,2020/7/5 23:08,三月里的小雨 - 王恰恰,国语,,2019-06-04
403,《黄金屋》过得刚好 郭德纲正版 包邮 ,图书,1.0,110,29,2020/7/5 23:18,失而复得 - 未知,国语,,2020-04-26
404,Skechers斯凯奇女鞋2020新款字母熊猫鞋13165,运动,0.7729085,7,55,2020/7/5 23:18,Woman - BoA,韩语,Dance,2018-10-24
405,手游键盘鼠标转换器5件套,数码,1.0,24,190,2020/7/5 23:22,那些你很冒险的梦 (片段) - 刘大壮,国语,,2020-03-10
406,【原创手绘】华为nova7se/小米10pro/小米9/pro个性玻璃手机壳,数码,0.7962465999999999,13,270,2020/7/5 23:22,来给生活比个耶 (全网热播版) - 沈木,英语,,2019-11-15
407,锦鲤款 经典旗袍 ,服装,1.0,8,58,2020/7/5 23:23,笑看风云 (片段) - 阿梨粤,粤语,Pop,1995-01-01
408,V领直筒连衣裙66207,服装,1.0,8,156,2020/7/5 23:28,毛不易《像我这样的人》就不用借酒《消愁》啦《二零三》 - 李光春,国语,Pop,2017-08-19
409,拉链黑T均码128，大洞蓝牛仔裤178,服装,1.0,12,199,2020/7/5 23:31,后来-再听已是曲中人 - 未知,国语,,2008-03-03
410,名媛清新气质连衣裙,服装,1.0,13,9,2020/7/5 23:35,旧梦一场 (DJ余小磊版) - 未知,国语,,2020-06-30
411,【厂家直销❤】护膝保暖夏季薄款棉办公室空调房运动腿袜套无痕短,电器,1.0,6,29,2020/7/5 23:38,真的不容易 - 庄心妍,国语,Pop,2012-12-11
412,63142#拉链收腰连衣裙,服装,1.0,10,46,2020/7/5 23:40,根本你不懂得爱我 - 梁爽凉爽,国语,Dance,2020-05-11
413,满满家309  港味复古高腰外套021,服装,1.0,15,157,2020/7/5 23:40,爱的魔法 - 阮豆,国语,,2016-06-07
414,【不会掉的呼啦圈】懒人运动健身收腹美腰神器T9,运动,1.0,11,2620,2020/7/5 23:47,万有引力 (枪声版) - 坏小欠,,,
415,经典百搭水桶包5502,服装,1.0,7,347,2020/7/5 23:47,遥远的你 (片段) - 美樱桃,国语,Rap/HipHop,2020-06-20
416,【预售十天发货】苎麻重工刺绣民族风衬衫,服装,1.0,8,88,2020/7/5 23:48,你的万水千山 (DJ沈念版) - 海来阿木,国语,Dance,2020-05-22
417,YQ 203 耳环 三生三世  三天内发货,饰品,1.0,15,127,2020/7/5 23:56,梦中有你 - 陆正信,国语,Pop,2019-05-03
418,【丹妮优品】菱格迷你竖款大胃王斜挎包RG0028,箱包,1.0,14,214,2020/7/5 23:56,美丽的神话 - 孙楠、韩红,国语,Soundtrack,2005-09-23
419,【秒杀】北斗儿童AR地球仪（海神蓝灯光版）买一赠四,食品,0.76452196,97,1198,2020/7/5 23:59,Welcome to Planet Urf - 英雄联盟,纯音乐,Soundtrack,2015-03-01
420,大码女装运动风连体裤胖mm收腰显瘦黑色反光宽松连体套装夏,运动,1.0,11,156,2020/7/6 0:00,莫西莫西 - 未知,纯音乐,Pop,2020-06-17
421,鑫韵黄金戒指情侣款,饰品,0.70710677,7,48,2020/7/6 0:02,赤伶 (DJ69、DJ虞姬版) - 等什么君,国语,Dance,2020-04-27
422,纯羊毛大衣,服装,1.0,10,3,2020/7/6 0:18,爱的可能 (片段) - 师硕晗,国语,Pop,2020-03-21
423,【读万卷】围城 精装 写尽婚姻生活的真相,图书,0.70710677,48,28,2020/7/6 8:02,七夕情人节为阿美录制 - 谢雨锋,,,
424,D5010,其他,1.0,11,370,2020/7/6 8:03,回家的路 (完整版) - 69,纯音乐,Dance,2020-03-24
425,【推荐好货❤】保暖运动护膝护腕护踝护肘篮球羽毛球跑步薄款运动,运动,0.8396283000000001,7,19,2020/7/6 8:04,处处吻 - 于梓贝,粤语,Pop,2004-12-01
426,【推荐好货❤】保暖运动护膝护腕护踝护肘篮球羽毛球跑步薄款运动,运动,0.8396283000000001,7,19,2020/7/6 8:06,处处吻 (正式版) - 于梓贝,粤语,,2019-12-31
427,大力汽修学院 网红试灯神器带200个测量视频,文具,0.70710677,147,32000,2020/7/6 8:08,Rizky Ayuba-黑人抬棺（雨降天 remix） - 未知,,,
428,原厂速腾 迈腾合金车模,车品,1.0,26,50,2020/7/6 8:30,爱情红绿灯 - 徐一鸣,,,
429,200斤大码女装夏季胖MM红色波点网纱拼接修身减龄中长款连衣裙,服装,0.70710677,8,115,2020/7/6 8:31,你莫走 - 山水组合,其他,,2020-04-13
430,咪偲图品牌夏季成熟风韩国镂空纱面料(裙长116cm),家装,1.0,16,23,2020/7/6 8:33,没攒一分钱 (DJ版片段) - 王笨笨,国语,Pop,2002-09-01
431,兰博  跳绳 电子计数跳绳负重可拆卸跳绳负重跳绳钢丝绳无线跳绳,数码,0.70710677,11,1128,2020/7/6 8:33,体面 - 周森,国语,Pop,2017-12-25
432,龙牙飞鹰体训鞋（升级版）运动休闲作训男鞋轻便防滑铁血君品行,运动,0.70710677,115,139,2020/7/6 8:36,上劲儿摇 - 网络歌手,其他,Dance,2017-09-27
433,竹编芭蕉扇,饰品,1.0,56,65,2020/7/6 8:39,お断りします -Dempa ga Tenkomo remix- (我拒绝) - 初音ミク,日语,Pop,2012-01-18
434,M大码女装新款休闲七分裤牛仔套装,服装,0.7612149,14,2627,2020/7/6 8:41,酒梦 - 纯音乐,闽南语,Pop,2019-09-21
435,小彭自营麻辣牛排大片牛肉片内蒙古特产川味零食208g包邮,食品,0.70710677,67,162,2020/7/6 8:49,Die Carpathia - Abenteuer、Wissen,德语,Pop,2013-06-21
436,韩国whoo后天气丹面部护理套装滋润保湿水乳面霜眼霜精华六件套盒,美妆,0.57735026,26,348,2020/7/6 8:50,Betty Boop - TØm,英语,Electronica,2018-12-28
437,马达与发财联合OWOH宠粉专享喵星人&汪星人大礼包,其他,1.0,49,151,2020/7/6 8:55,乙女日和 - 虹音,纯音乐,Soundtrack,2009-08-05
438,【秒杀】北斗儿童AR地球仪（海神蓝灯光版）买一赠四,食品,0.76452196,97,1199,2020/7/6 8:56,Welcome to Planet Urf (欢迎来到海牛星) - 英雄联盟,纯音乐,Soundtrack,2015-03-01
439,粉色男友风潮牌衬衣,服装,1.0,7,101,2020/7/6 8:56,相依为命 - RU,粤语,Pop,2008-09-25
440,新款夏天泡泡袖夏季女装温柔风气质女神范法式连衣裙女h7669,服装,0.769478,15,14,2020/7/6 9:02,谁 (DJ何鹏版) - 雪十郎,,,
441,《合租吧》男主小雷保命同款金肯JK-DQR21变频智能灶品质生活必备,数码,1.0,122,1,2020/7/6 9:07,情缘等足一辈子 - 非洲刘德华,,,
442,【厂家直销❤】护膝保暖夏季薄款棉办公室空调房运动腿袜套无痕短,电器,1.0,6,30,2020/7/6 9:10,真的不容易 (广场舞) - 庄心妍,国语,Pop,2012-12-11
443,卡古斯夏季男士金属字母C棒球帽鸭舌帽大码大头围帽子男韩版潮,饰品,1.0,48,3,2020/7/7 2:41,Hawai 5.0 - The City Of Prague Philharmonic Orchestra,纯音乐,Soundtrack,2012-06-18
444,港风套装女复古chic宽松休闲格子衬衫搭配小个子显瘦半身裙两件套,服装,0.70710677,12,366,2020/7/7 2:41,爱情错觉 - M哥,国语,Pop,2019-06-06
445,周奕宏 oversize夏季3M反光情侣装卡通动漫短袖嘻哈宽松ins男女,服装,1.0,5,147,2020/7/7 2:43,她说 (Live) - 杨丞琳、周深,国语,Pop,2016-10-16
446,1005小鸭套装-男,服装,1.0,10,1580,2020/7/7 2:43,不配怀念 - 心歌,国语,Dance,2020-03-24
447,亲子装连衣裙新,服装,1.0,10,338,2020/7/7 2:46,Kimi No Toriko (抖音完整原版) - 虞姬、圈妹,纯音乐,Pop,2020-05-27
448,一口苏达拉腿神器胖mm冰氧吧高腰开叉牛仔裤女2020新款夏薄款裤子,服装,1.0,52,684,2020/7/7 2:46,通天大道宽又阔 - 三叶草演唱组、崔京浩,国语,Soundtrack,2000-08-13
449,妙兮家 早秋新款  珍珠娃娃领纯羊毛毛衣,饰品,1.0,6,292,2020/7/7 2:47,未来式情歌 (片段) - 丫蛋蛋(马启涵)、刘妥妥,国语,Pop,2020-03-20
450,2020新款夏季时尚潮流套装T70209,服装,1.0,9,34,2020/7/7 2:49,负心的你 (Live版片段) - 海方姐姐,国语,Pop,2019-12-23
451,（男款正码）新款果冻底爆米花透气鞋#980,运动,0.7729085,25,483,2020/7/7 2:52,女生大姨妈来了到底有多疼?男人们好好疼你女友老婆吧! - 一风之音,,,
452,2020夏季新款韩版时尚女装s7777765,服装,1.0,7,22,2020/7/7 2:54,玛尼情歌 - 丁靖懿,,,
453,赭颜汉服 萤火之夏配套包包 原创正品汉服配饰中国风手提斜挎包女,箱包,1.0,15,3378,2020/7/7 2:54,一剪梅 - 费玉清,国语,Pop,2010-04-23
454,林坚定私服黑色小心机系带高腰显瘦半身裙女夏百搭A字短裙,服装,1.0,24,312,2020/7/7 2:54,魔动闪霸：对手(live) - 宋立伟,国语,Rap/HipHop,2020-06-14
455,ILOVECHOC我爱巧克力2020夏季新款宽松圆领学院风条纹短袖T恤潮,食品,1.0,20,58,2020/7/7 2:57,How You Like That (cover: BLACKPINK) - AZhen,,,
456,Y6688旗袍裙妈妈装复古春夏短袖年轻款印花时尚气质女,服装,0.7694780999999999,8,197,2020/7/7 2:59,对面的小姐姐 - 王Music,国语,Pop,2020-04-07
457,桑蚕丝短袖,服装,1.0,15,49,2020/7/7 2:59,花桥流水 - 纳兰珠儿、高安,国语,Folk,2012-12-30
458,乐佳达2020新款YG520家用投影仪高清手机无线wifi微型投影机墙投3D家庭影院1080p便携式宿舍卧室无屏电视U盘,家装,0.6099686,9,83,2020/7/7 3:00,只对你说 (片段) - 网络歌手,其他,Pop,2018-09-18
459,飞乐思眼部按摩仪热敷护眼仪智能眼部按摩器缓解眼疲劳神器眼罩,数码,1.0,11,165,2020/7/7 3:01,If - 丁可,英语,Pop,2011-03-30
460,【牧创】创意桌面鱼缸生态圆形玻璃金鱼缸乌龟缸迷你小型造景家用,家装,0.6099686,15,39,2020/7/7 3:02,Da Froschkini - Barbara Lexa und Rupert Frank,德语,,2010-09-10
461,9943破洞珍珠牛仔裤,饰品,1.0,15,277,2020/7/7 3:11,丫蛋蛋 / 崔铭嘉-口是心非（浩宝 remix） - 未知,,,
462,KF黑全麦吐司面包无添加糖粗粮饱腹低GI健身网红早代餐卡卡业,内衣,0.6577781,41,1717,2020/7/7 3:13,がまんして下さい - 虹音,纯音乐,Soundtrack,2010-03-24
463,74-D17044秋冬季毛呢子外套女韩版双面羊绒大衣,服装,0.70710677,25,90,2020/7/7 3:13,小鹿乱撞 - RoleX,国语,,2019-07-10
464,小苏打持久留香洗衣液,饰品,1.0,10,54,2020/7/7 3:14,38度6 (改编版) - 音乐盒子,国语,Pop,2020-06-21
465,韩版百搭松紧腰裙裤,服装,1.0,8,955,2020/7/7 3:15,"""可能我撞了南墙才会回头吧""今天你被这首魔性民谣洗脑了吗? - 未知",其他,,2018-11-30
466,寻常小胡  打底T恤女长袖2020夏季新款网红ins潮百搭网纱短款上衣,服装,0.70710677,20,416,2020/7/7 3:16,Trip - Axero,纯音乐,Dance,2018-01-01
467,秦巴奶奶陕南农家手工红薯粉条500克,鞋靴,0.9299225,74,16000,2020/7/7 3:19,重庆婆婆做腊肉 - 阿鲲,纯音乐,,2016-01-07
468,Miss AB牛仔连衣裙女夏2020休闲女神范a字方领花瓣中袖中长款裙子,服装,1.0,18,290,2020/7/7 3:20,朝なんぎいの唄~南行きの小船の上で - 村松健,日语,,1991-06-21
469,  2020新款低跟拖鞋夹脚凉拖时尚女拖鞋舒适耐穿女鞋,服装,1.0,23,68,2020/7/7 3:22,盘他 - 南方北方,国语,,2019-02-03
470,布丁妹妹 狗狗可食用牙膏牙刷去牙结石清洁口腔清新口气套装,电器,0.77327967,30,137,2020/7/7 3:22,iKON-Love Scenario（文武贝钢琴版） - 频道背景音乐,英语,Soundtrack,2012-11-09
471,milkcocoo鬼马少女暗黑系韩系复古方领针织短袖衬衫+褶皱高腰鱼尾,服装,0.6098339,8,159,2020/7/7 3:23,Thrift Shop - Macklemore & Ryan Lewis、Wanz,英语,Rap/HipHop,2012-10-09
472,一号店：月下麋鹿晶瓷玄关画,家装,1.0,11,11,2020/7/7 3:24,往事如烟 (DJ版) (改编版) - 精彩鑫,国语,,2019-10-10
473,月子服夏季薄款产后纯棉孕妇哺乳睡衣7月份8怀孕期产妇喂奶家居服,服装,1.0,11,36,2020/7/7 3:25,素颜 - 宋雅萌,国语,Pop,2010-08-18
474,崔万志2020年新款改良修身中国风两件套旗袍连衣裙女日常,服装,0.7694780999999999,13,164,2020/7/7 3:26,蓝色海黑色河 - 69,国语,Dance,2020-05-11
475,时尚博主人手一件衬衫 防嗮醋酸缎面小众百搭设计感衬衫上衣,服装,0.8164965999999999,15,115,2020/7/7 3:28,5年了依然喜欢听电音 (DJ版) - 糖糖,其他,Dance,2015-06-10
476,【精选好课】112堂奥数思维课【送配套讲义】,图书,1.0,13,106,2020/7/7 3:32,Pump - Valentino Khan,英语,Dance,2017-05-26
477,卫仕猫多维猫咪用复合维生素片b2宠物幼猫营养膏品猫藓维生素b 族,医药,1.0,40,14000,2020/7/7 3:33,千与千寻 (口琴版片段) - 纯音乐,,,
478,汤圆家 夏季新款 品质拼色针织,服装,1.0,6,83,2020/7/7 3:38,Shalala Lala - Vengaboys,英语,Pop,2000-03-13
479,V领直筒连衣裙66207,服装,1.0,8,158,2020/7/7 3:39,毛不易《像我这样的人》就不用借酒《消愁》啦《二零三》 - 未知,国语,Pop,2017-08-19
480,淑女民国风旗袍,服装,1.0,7,58,2020/7/7 3:43,это ли счастье? (DJ热搜) - 苏以沫,,,
481,mag三文鱼鱼油法斗金毛护肤美毛明眸润宠物狗狗猫咪滑关节营养,医药,0.70710677,55,1062,2020/7/7 3:45,Summer Summer - C-JET,,,
482,麦枳 雨后の天空 鱼尾连衣裙女夏2020新款网纱拼接设计感高腰长裙,服装,1.0,7,30,2020/7/7 3:49,哒嗯哒嗯+大大大 - 戴梦词,,,
483,半松紧腰显瘦哈伦牛仔裤Y305,服装,1.0,7,24000,2020/7/7 3:50,百花香 (DJ Candy版) - 魏新雨,韩语,R&B,2020-05-25
484,HELMET头盔哥天极同款网红个性耐磨粉色篮球室内外七号比赛篮球,运动,1.0,17,2546,2020/7/7 3:51,怎么说我不爱你 - 耀温顺,国语,Pop,2011-06-30
485,新款亮钻套装,饰品,1.0,13,503,2020/7/7 3:52,大眼睛 (女声改编DJ版) - 梁红,,,
486,于谦动物园   ,其他,1.0,25,508,2020/7/7 3:55,兰亭序 - 周杰伦,国语,Pop,2008-10-15
487,“600度小姐姐”~变粉,美妆,1.0,8,49,2020/7/7 4:02,september - 小猫多鱼,日语,,2020-05-16
488,OKA欧咔小方块粉底液养肤轻薄控油持久遮瑕粉底膏BB霜学生平价女,美妆,1.0,192,3024,2020/7/7 4:04,Heartbreak Hotel - Sophia Ayana,英语,Rock,2020-07-12
