,filename,mood,positive_rate,negative_rate,verb,noun,adjective
401,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王梓钰、陈文辉 - 如果的事.txt,negative,0.0550,0.9449,1,4,0
402,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王泽科 - 不顾.txt,negative,0.0550,0.9449,1,4,0
403,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王浪、范晓阳 - 心愿便利贴.txt,negative,0.1033,0.8967,60,16,6
404,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王若琳 - 有你的快乐.txt,positive,0.9986,0.0014,54,30,14
405,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王茗 - 大眠 男声版.txt,negative,0.0550,0.9449,1,4,0
406,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王菲 - 匆匆那年.txt,positive,0.7573,0.2426,4,4,0
407,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王贰浪 - 像鱼.txt,positive,0.7573,0.2426,4,4,0
408,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王贰浪 - 虚拟 DJ8先生版.txt,positive,0.7573,0.2426,4,4,0
409,NJU Documents\抖音数据分析ppt\音乐数据库歌词\王靖雯不胖 - 爱，存在.txt,positive,0.7573,0.2426,4,4,0
410,NJU Documents\抖音数据分析ppt\音乐数据库歌词\田中理恵 たなか りえ - 鈴代黎音キャラクターBGM.txt,negative,0.0550,0.9449,1,4,0
411,NJU Documents\抖音数据分析ppt\音乐数据库歌词\甲田雅人 Masato Koda - 英雄の証 英雄之证.txt,negative,0.0550,0.9449,1,4,0
412,NJU Documents\抖音数据分析ppt\音乐数据库歌词\白小白 - 最美情侣.txt,negative,0.4143,0.5857,63,20,13
413,NJU Documents\抖音数据分析ppt\音乐数据库歌词\白小白、球球 - 宠爱吖.txt,positive,0.9658,0.0342,83,32,12
414,NJU Documents\抖音数据分析ppt\音乐数据库歌词\白浩 - 迷人的危险 DJ版.txt,positive,0.7573,0.2426,4,4,0
415,NJU Documents\抖音数据分析ppt\音乐数据库歌词\皮卡丘多多 - 想想念念.txt,negative,0.0550,0.9449,1,4,0
416,NJU Documents\抖音数据分析ppt\音乐数据库歌词\皮卡丘多多 - 我和你.txt,negative,0.0550,0.9449,1,4,0
417,NJU Documents\抖音数据分析ppt\音乐数据库歌词\皮卡丘多多 - 我的果汁分你一半.txt,negative,0.0550,0.9449,1,4,0
418,NJU Documents\抖音数据分析ppt\音乐数据库歌词\相声瓦舍 - 幻音宝盒.txt,negative,0.0550,0.9449,1,4,0
419,NJU Documents\抖音数据分析ppt\音乐数据库歌词\程jiajia - 山楂树の恋.txt,positive,0.6585,0.3415,81,41,9
420,NJU Documents\抖音数据分析ppt\音乐数据库歌词\程jiajia - 我爱你 Live片段.txt,positive,0.9616,0.0384,113,47,15
421,NJU Documents\抖音数据分析ppt\音乐数据库歌词\程jiajia - 我爱你.txt,negative,0.0550,0.9449,1,4,0
422,NJU Documents\抖音数据分析ppt\音乐数据库歌词\程响 - 世界这么大还是遇见你.txt,negative,0.0550,0.9449,1,4,0
423,NJU Documents\抖音数据分析ppt\音乐数据库歌词\等什么君 - 关山酒.txt,positive,0.7573,0.2426,4,4,0
424,NJU Documents\抖音数据分析ppt\音乐数据库歌词\等什么君 - 归寻.txt,positive,0.7573,0.2426,4,4,0
425,NJU Documents\抖音数据分析ppt\音乐数据库歌词\等什么君 - 慕夏.txt,negative,0.0550,0.9449,1,4,0
426,NJU Documents\抖音数据分析ppt\音乐数据库歌词\简弘亦 - 你一定要幸福.txt,positive,0.7573,0.2426,4,4,0
427,NJU Documents\抖音数据分析ppt\音乐数据库歌词\米津玄師 よねづ けんし - Lemon.txt,positive,0.7573,0.2426,4,4,0
428,NJU Documents\抖音数据分析ppt\音乐数据库歌词\米津玄師 よねづ けんし - LOSER.txt,positive,0.8187,0.1812,1,4,0
429,NJU Documents\抖音数据分析ppt\音乐数据库歌词\精彩丁先森、苏亦枫 - 春娇与志明 咚鼓版.txt,positive,0.8187,0.1812,1,4,0
430,NJU Documents\抖音数据分析ppt\音乐数据库歌词\精彩最初 - 我不配拥有爱.txt,positive,0.8187,0.1812,1,4,0
431,NJU Documents\抖音数据分析ppt\音乐数据库歌词\网络歌手 - 那个石家庄人 carmen卡门.txt,positive,0.8187,0.1812,1,4,0
432,NJU Documents\抖音数据分析ppt\音乐数据库歌词\罗百吉 _ 宝贝 - I Miss You.txt,positive,0.917,0.083,96,34,5
433,NJU Documents\抖音数据分析ppt\音乐数据库歌词\群星 - 无尽的爱.txt,negative,0.0550,0.9449,1,4,0
434,NJU Documents\抖音数据分析ppt\音乐数据库歌词\羽生まゐご _ v flower _ 初音未来 初音ミク - ハレハレヤ 朗朗晴天.txt,positive,0.8187,0.1812,1,4,0
435,NJU Documents\抖音数据分析ppt\音乐数据库歌词\翁梓铭、蓝心羽 - 舒伯特玫瑰.txt,negative,0.0550,0.9449,1,4,0
436,NJU Documents\抖音数据分析ppt\音乐数据库歌词\耀仔 - Take Me Hand 新版.txt,positive,0.8187,0.1812,1,4,0
437,NJU Documents\抖音数据分析ppt\音乐数据库歌词\耀仔 - 嗨 baby.txt,positive,0.8187,0.1812,1,4,0
438,NJU Documents\抖音数据分析ppt\音乐数据库歌词\耀仔 - 我知道你 拍手版.txt,positive,0.8187,0.1812,1,4,0
439,NJU Documents\抖音数据分析ppt\音乐数据库歌词\耀仔 - 春娇与志明.txt,positive,0.8187,0.1812,1,4,0
440,NJU Documents\抖音数据分析ppt\音乐数据库歌词\老狼 _ 任素汐 - 我要你.txt,positive,1.0,0.0,65,12,2
441,NJU Documents\抖音数据分析ppt\音乐数据库歌词\者思范、汪金金先生鸭 - 生活值得期待 完整版 Remix.txt,positive,0.8187,0.1812,1,4,0
442,NJU Documents\抖音数据分析ppt\音乐数据库歌词\胖虎 - 拜拜.txt,negative,0.2276,0.7724,36,33,5
443,NJU Documents\抖音数据分析ppt\音乐数据库歌词\胡66 - 后来遇见他.txt,negative,0.0550,0.9449,1,4,0
444,NJU Documents\抖音数据分析ppt\音乐数据库歌词\胡66 - 浪人琵琶.txt,negative,0.0471,0.9529,106,31,6
445,NJU Documents\抖音数据分析ppt\音乐数据库歌词\胡66 - 空空如也.txt,positive,0.9769,0.0231,103,63,20
446,NJU Documents\抖音数据分析ppt\音乐数据库歌词\胡夏 - 知否知否.txt,positive,0.8187,0.1812,1,4,0
447,NJU Documents\抖音数据分析ppt\音乐数据库歌词\胡小斐 _ 董嘉鸿 - 一不小心爱上你.txt,positive,0.8187,0.1812,1,4,0
448,NJU Documents\抖音数据分析ppt\音乐数据库歌词\胡彦斌 - 你要的全拿走.txt,negative,0.5,0.5,0,0,0
449,NJU Documents\抖音数据分析ppt\音乐数据库歌词\胡歌 - 一吻天荒.txt,negative,0.5,0.5,0,0,0
450,NJU Documents\抖音数据分析ppt\音乐数据库歌词\脸红的思春期BOL4 - 썸 탈꺼야 玩暧昧.txt,negative,0.0550,0.9449,1,4,0
451,NJU Documents\抖音数据分析ppt\音乐数据库歌词\脸红的思春期BOL4 - 우주를 줄게 给你宇宙.txt,negative,0.0550,0.9449,1,4,0
452,NJU Documents\抖音数据分析ppt\音乐数据库歌词\艾热、JelloRio李佳隆 - 星球坠落 Live.txt,positive,0.8647,0.1353,82,34,10
453,NJU Documents\抖音数据分析ppt\音乐数据库歌词\花姐 - 狂浪.txt,positive,0.805,0.195,100,38,14
454,NJU Documents\抖音数据分析ppt\音乐数据库歌词\花澤香菜 - 恋愛サーキュレーション 恋爱循环.txt,positive,0.9592,0.0408,66,80,44
455,NJU Documents\抖音数据分析ppt\音乐数据库歌词\苏大大 - 小崽子.txt,negative,0.0512,0.9488,21,9,3
456,NJU Documents\抖音数据分析ppt\音乐数据库歌词\苏天伦 - 你拿什么来感同身受 咚鼓版.txt,negative,0.5,0.5,0,0,0
457,NJU Documents\抖音数据分析ppt\音乐数据库歌词\苏天伦 - 天空是蔚蓝色.txt,negative,0.0550,0.9449,1,4,0
458,NJU Documents\抖音数据分析ppt\音乐数据库歌词\苏晗 - 离岸.txt,negative,0.5,0.5,0,0,0
459,NJU Documents\抖音数据分析ppt\音乐数据库歌词\苏白睡醒啦 - 樱花草.txt,negative,0.0550,0.9449,1,4,0
460,NJU Documents\抖音数据分析ppt\音乐数据库歌词\苏芮 _ 张惠妹 - 跟着感觉走.txt,positive,0.9594,0.0406,59,35,13
461,NJU Documents\抖音数据分析ppt\音乐数据库歌词\茂茂 - 遥远的你 原唱.txt,positive,0.9948,0.0052,68,49,14
462,NJU Documents\抖音数据分析ppt\音乐数据库歌词\茄子蛋 - 日常.txt,negative,0.5,0.5,0,0,0
463,NJU Documents\抖音数据分析ppt\音乐数据库歌词\茄子蛋 - 浪子回头.txt,negative,0.5,0.5,0,0,0
464,NJU Documents\抖音数据分析ppt\音乐数据库歌词\草东没有派对 - 山海.txt,negative,0.5,0.5,0,0,0
465,NJU Documents\抖音数据分析ppt\音乐数据库歌词\草蜢 - 失恋阵线联盟.txt,negative,0.1374,0.8626,57,19,9
466,NJU Documents\抖音数据分析ppt\音乐数据库歌词\菊谷知樹 きくや ともき - 月の猫.txt,negative,0.0550,0.9449,1,4,0
467,NJU Documents\抖音数据分析ppt\音乐数据库歌词\萌萌哒天团 - 帝都.txt,negative,0.0294,0.9706,68,19,12
468,NJU Documents\抖音数据分析ppt\音乐数据库歌词\萧亚轩 - 爱的主打歌.txt,negative,0.0451,0.9549,44,38,11
469,NJU Documents\抖音数据分析ppt\音乐数据库歌词\葛东琪 - 悬溺.txt,negative,0.5,0.5,0,0,0
470,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蒋先生 - 我也不想这样难过 DJ版.txt,negative,0.5,0.5,0,0,0
471,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蒋蒋 _ 曲肖冰 - 当真.txt,negative,0.5,0.5,0,0,0
472,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蒋雪儿 - 莫问归期.txt,negative,0.0550,0.9449,1,4,0
473,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蓝心羽 - Melody remix.txt,negative,0.0550,0.9449,1,4,0
474,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蓝心羽 - 别处的夕阳.txt,negative,0.0550,0.9449,1,4,0
475,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蓝心羽 - 夏天的风.txt,negative,0.0550,0.9449,1,4,0
476,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蓝心羽 - 小宇.txt,negative,0.5,0.5,0,0,0
477,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蓝心羽 - 成全.txt,negative,0.0550,0.9449,1,4,0
478,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蓝心羽 - 爱要坦荡荡+love scenario 片段.txt,negative,0.0550,0.9449,1,4,0
479,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蓝心羽 - 贩卖日落.txt,negative,0.0550,0.9449,1,4,0
480,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蓝心羽、黄诗扶 - 听起来很浪漫的事.txt,negative,0.0550,0.9449,1,4,0
481,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡依林 - Love Love Love.txt,positive,0.6094,0.3906,99,26,8
482,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡依林 - 日不落.txt,positive,1.0,0.0,53,39,20
483,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡依林 - 爱情三十六计.txt,positive,0.9905,0.0095,103,40,7
484,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡依林 - 特务J.txt,positive,0.7728,0.2272,85,41,17
485,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡依林 - 看我72变.txt,positive,0.9834,0.0166,72,49,17
486,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡依林 - 说爱你.txt,positive,0.8477,0.1523,87,53,47
487,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡依林 - 说爱你~1.txt,positive,0.933,0.067,82,19,19
488,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡健雅 - 红色高跟鞋.txt,negative,0.5,0.5,0,0,0
489,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡健雅 - 越来越不懂.txt,negative,0.5,0.5,0,0,0
490,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡徐坤 - 情人.txt,negative,0.0143,0.9857,36,25,12
491,NJU Documents\抖音数据分析ppt\音乐数据库歌词\蔡黄汝 - 迷人的危险.txt,positive,0.7534,0.2466,49,28,16
492,NJU Documents\抖音数据分析ppt\音乐数据库歌词\薛之谦 - 木偶人.txt,negative,0.5,0.5,0,0,0
493,NJU Documents\抖音数据分析ppt\音乐数据库歌词\薛之谦 - 演员.txt,negative,0.5,0.5,0,0,0
494,NJU Documents\抖音数据分析ppt\音乐数据库歌词\薛之谦 - 病态.txt,negative,0.5,0.5,0,0,0
495,NJU Documents\抖音数据分析ppt\音乐数据库歌词\薛凯琪 _ 陈意涵 _ 杨子姗 - 一起老去.txt,negative,0.048,0.952,82,15,22
496,NJU Documents\抖音数据分析ppt\音乐数据库歌词\薛明媛、朱贺 - 非酋.txt,positive,0.9929,0.0071,70,43,12
497,NJU Documents\抖音数据分析ppt\音乐数据库歌词\藤竹京 - 此生不换 片段.txt,negative,0.5,0.5,0,0,0
498,NJU Documents\抖音数据分析ppt\音乐数据库歌词\街道办GDC _ 欧阳耀莹 - 春娇与志明.txt,negative,0.5,0.5,0,0,0
499,NJU Documents\抖音数据分析ppt\音乐数据库歌词\袁娅维 - 说散就散.txt,negative,0.5,0.5,0,0,0
500,NJU Documents\抖音数据分析ppt\音乐数据库歌词\要不要买菜 - 下山.txt,negative,0.01,0.99,82,40,23
501,NJU Documents\抖音数据分析ppt\音乐数据库歌词\要不要买菜 - 火红的萨日朗.txt,positive,0.7388,0.2612,48,55,13
502,NJU Documents\抖音数据分析ppt\音乐数据库歌词\要不要买菜 - 琴师.txt,negative,0.0550,0.9449,1,4,0
503,NJU Documents\抖音数据分析ppt\音乐数据库歌词\许嵩 - 断桥残雪.txt,negative,0.5,0.5,0,0,0
504,NJU Documents\抖音数据分析ppt\音乐数据库歌词\许嵩 - 玫瑰花的葬礼.txt,positive,0.7335,0.2665,93,45,18
505,NJU Documents\抖音数据分析ppt\音乐数据库歌词\许嵩 _ 何曼婷 - 素颜.txt,negative,0.5,0.5,0,0,0
506,NJU Documents\抖音数据分析ppt\音乐数据库歌词\许巍 - 曾经的你.txt,positive,0.8846,0.1154,93,32,11
507,NJU Documents\抖音数据分析ppt\音乐数据库歌词\许巍 - 生活不止眼前的苟且.txt,positive,0.9856,0.0144,42,35,13
508,NJU Documents\抖音数据分析ppt\音乐数据库歌词\许巍 - 蓝莲花.txt,positive,0.9933,0.0067,66,53,9
509,NJU Documents\抖音数据分析ppt\音乐数据库歌词\贝贝帅 - 星光背后.txt,positive,0.9715,0.0285,24,10,16
510,NJU Documents\抖音数据分析ppt\音乐数据库歌词\贵族乐团 - 时光一去不复返.txt,negative,0.0550,0.9449,1,4,0
511,NJU Documents\抖音数据分析ppt\音乐数据库歌词\贵族乐团 - 龙猫.txt,negative,0.0550,0.9449,1,4,0
512,NJU Documents\抖音数据分析ppt\音乐数据库歌词\赵偲旖 - 空荡荡.txt,negative,0.5,0.5,0,0,0
513,NJU Documents\抖音数据分析ppt\音乐数据库歌词\赵方婧 - 尽头.txt,negative,0.5,0.5,0,0,0
514,NJU Documents\抖音数据分析ppt\音乐数据库歌词\赵晨唏 - 失眠电台.txt,negative,0.5,0.5,0,0,0
515,NJU Documents\抖音数据分析ppt\音乐数据库歌词\赵雷 - 成都.txt,negative,0.5,0.5,0,0,0
516,NJU Documents\抖音数据分析ppt\音乐数据库歌词\赵雷 - 我们的时光.txt,negative,0.3267,0.6733,48,35,19
517,NJU Documents\抖音数据分析ppt\音乐数据库歌词\邱霖Chill0 - 我的歌声里 T.back Remix.txt,negative,0.5,0.5,0,0,0
518,NJU Documents\抖音数据分析ppt\音乐数据库歌词\郑国锋、小凌 - 甜不辣.txt,positive,0.9935,0.0065,44,39,10
519,NJU Documents\抖音数据分析ppt\音乐数据库歌词\郑建鹏、Y U Jay - 小奶狗VS大狼狗.txt,positive,0.9651,0.0349,51,33,41
520,NJU Documents\抖音数据分析ppt\音乐数据库歌词\郑晓填 - 如果寂寞了.txt,positive,0.9612,0.0388,141,72,21
521,NJU Documents\抖音数据分析ppt\音乐数据库歌词\郭子果 - 倾殇.txt,negative,0.0550,0.9449,1,4,0
522,NJU Documents\抖音数据分析ppt\音乐数据库歌词\郭顶 - 保留.txt,negative,0.5,0.5,0,0,0
523,NJU Documents\抖音数据分析ppt\音乐数据库歌词\郭顶 - 水星记.txt,negative,0.5,0.5,0,0,0
524,NJU Documents\抖音数据分析ppt\音乐数据库歌词\郭顶 - 水星记~1.txt,negative,0.5,0.5,0,0,0
525,NJU Documents\抖音数据分析ppt\音乐数据库歌词\金海心 - 那么骄傲.txt,negative,0.5,0.5,0,0,0
526,NJU Documents\抖音数据分析ppt\音乐数据库歌词\锦零 - 小桥夜雨.txt,negative,0.0550,0.9449,1,4,0
527,NJU Documents\抖音数据分析ppt\音乐数据库歌词\锦零、音阙诗听 - 空山新雨后.txt,negative,0.0550,0.9449,1,4,0
528,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阮言Ruany - 美卷入画 完整版.txt,negative,0.0550,0.9449,1,4,0
529,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿冷 - 春风吹.txt,negative,0.1295,0.8705,78,12,24
530,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿妹啊 - 我想我不够好.txt,positive,0.6484,0.3516,64,26,4
531,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿悠悠 - 一生与你擦肩而过.txt,negative,0.5,0.5,0,0,0
532,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿悠悠 - 你若三冬.txt,positive,0.8679,0.1321,65,33,8
533,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿悠悠 - 念旧.txt,negative,0.5,0.5,0,0,0
534,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿悠悠 - 旧梦一场.txt,positive,0.9541,0.0459,111,31,7
535,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿杜 - 撕夜.txt,negative,0.5,0.5,0,0,0
536,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿肆 - 喜欢.txt,positive,0.5527,0.4473,28,21,16
537,NJU Documents\抖音数据分析ppt\音乐数据库歌词\阿肆 _ 郭采洁 - 世界上的另一个我.txt,negative,0.3887,0.6113,79,39,16
538,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈卓璇 - 无羁 Live.txt,negative,0.0550,0.9449,1,4,0
539,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈奕迅 - 我们.txt,negative,0.5,0.5,0,0,0
540,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈奕迅 - 红玫瑰.txt,negative,0.5,0.5,0,0,0
541,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈小春 - 独家记忆.txt,negative,0.5,0.5,0,0,0
542,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈泫孝（大泫） - 静悄悄.txt,positive,0.9559,0.0441,65,47,16
543,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈烁 - 嚣张 DJ版.txt,negative,0.5,0.5,0,0,0
544,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈翔 - 烟火.txt,positive,0.9884,0.0116,79,22,21
545,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈雪凝 - 你的酒馆对我打了烊.txt,negative,0.5,0.5,0,0,0
546,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陈雪凝 - 绿色.txt,negative,0.5,0.5,0,0,0
547,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陶喆 - 就是爱你.txt,positive,0.988,0.012,66,38,26
548,NJU Documents\抖音数据分析ppt\音乐数据库歌词\陶喆 - 爱，很简单.txt,negative,0.5,0.5,0,0,0
549,NJU Documents\抖音数据分析ppt\音乐数据库歌词\隔壁老樊 - 多想在平庸的生活拥抱你 Live.txt,negative,0.5,0.5,0,0,0
550,NJU Documents\抖音数据分析ppt\音乐数据库歌词\鞠文娴 - BINGBIAN病变 女声版.txt,negative,0.5,0.5,0,0,0
551,NJU Documents\抖音数据分析ppt\音乐数据库歌词\韩夜 - 一人饮酒醉 改版片段.txt,negative,0.5,0.5,0,0,0
552,NJU Documents\抖音数据分析ppt\音乐数据库歌词\韩安旭 - 多幸运.txt,negative,0.5,0.5,0,0,0
553,NJU Documents\抖音数据分析ppt\音乐数据库歌词\音阙诗听 _ 赵方婧 - 芒种.txt,positive,0.9947,0.0053,95,23,12
554,NJU Documents\抖音数据分析ppt\音乐数据库歌词\颜人中 - 胆小鬼.txt,positive,0.9539,0.0461,80,29,9
555,NJU Documents\抖音数据分析ppt\音乐数据库歌词\飞儿乐团 - Lydia.txt,positive,0.9327,0.0673,50,52,23
556,NJU Documents\抖音数据分析ppt\音乐数据库歌词\飞儿乐团 - 你的微笑.txt,positive,1.0,0.0,59,28,4
557,NJU Documents\抖音数据分析ppt\音乐数据库歌词\高姗 - 遇见你的时候所有星星都落到我头上.txt,positive,0.9884,0.0116,81,39,24
558,NJU Documents\抖音数据分析ppt\音乐数据库歌词\高梨康治 たかなし やすはる - Blue Bell.txt,negative,0.0550,0.9449,1,4,0
559,NJU Documents\抖音数据分析ppt\音乐数据库歌词\高至豪 - The Truth That You Leave 钢琴曲.txt,negative,0.5,0.5,0,0,0
560,NJU Documents\抖音数据分析ppt\音乐数据库歌词\高鱼 - 什么样的爱情.txt,negative,0.0550,0.9449,1,4,0
561,NJU Documents\抖音数据分析ppt\音乐数据库歌词\鬼琴天地响 - eternity.txt,negative,0.0550,0.9449,1,4,0
562,NJU Documents\抖音数据分析ppt\音乐数据库歌词\魏新 - 离歌.txt,negative,0.5,0.5,0,0,0
563,NJU Documents\抖音数据分析ppt\音乐数据库歌词\魏新雨 - 余情未了.txt,negative,0.5,0.5,0,0,0
564,NJU Documents\抖音数据分析ppt\音乐数据库歌词\魏新雨 - 恋人心.txt,negative,0.5,0.5,0,0,0
565,NJU Documents\抖音数据分析ppt\音乐数据库歌词\鹏鹏 _ 付豪 - 爱你一万年.txt,negative,0.2451,0.7549,62,25,10
566,NJU Documents\抖音数据分析ppt\音乐数据库歌词\麦小兜、单色凌 - OK歌 skr版.txt,negative,0.1455,0.8545,52,34,10
567,NJU Documents\抖音数据分析ppt\音乐数据库歌词\黄诗扶 - 九万字 念白版.txt,negative,0.5,0.5,0,0,0
568,NJU Documents\抖音数据分析ppt\音乐数据库歌词\黄雅莉 - 蝴蝶泉边 Live.txt,positive,0.9999,1.4948,28,10,10
569,NJU Documents\抖音数据分析ppt\音乐数据库歌词\黎林添娇 - 星月糖.txt,negative,0.1455,0.8545,52,34,10
570,NJU Documents\抖音数据分析ppt\音乐数据库歌词\뉴이스트 W - Dejavu.txt,negative,0.5,0.5,0,0,0
