,bgm,bpm,genre,language,public_time,emotion,mood,match,like_time,unlike_time
1046,1046,75,,韩语,old,happy,negative,1,0,0
1047,1047,122,jazz,,new,happy,negative,1,0,0
1048,1048,114,soundtrack,其他,new,happy,negative,1,0,0
1049,1049,102,,,,sad,positive,1,0,0
1050,1050,72,pop,日语,new,happy,negative,1,0,0
1051,1051,128,R&B,日语,new,peaceful,negative,1,0,0
1052,1052,90,dance,其他,old,peaceful,negative,1,0,0
1053,1053,69,soundtrack,韩语,new,happy,positive,1,0,0
1054,1054,111,,其他,,sad,negative,1,0,0
1055,1055,70,dance,,,mad,negative,1,0,0
1056,1056,149,soundtrack,日语,,mad,negative,1,0,0
1057,1057,116,,国语,old,sad,positive,1,0,0
1058,1058,125,soundtrack,英语,,peaceful,negative,1,0,0
1059,1059,139,soundtrack,,old,peaceful,positive,1,0,0
1060,1060,95,,日语,new,happy,negative,1,0,0
1061,1061,116,pop,日语,old,peaceful,negative,1,0,0
1062,1062,66,soundtrack,其他,,peaceful,positive,1,0,0
1063,1063,65,,日语,,sad,negative,1,0,0
1064,1064,80,jazz,日语,old,happy,negative,1,0,0
1065,1065,93,,韩语,new,mad,negative,1,0,0
1066,1066,132,soundtrack,其他,old,peaceful,negative,1,0,0
1067,1067,134,R&B,日语,new,happy,positive,1,0,0
1068,1068,125,,日语,,sad,positive,1,0,0
1069,1069,103,soundtrack,英语,,mad,negative,1,0,0
1070,1070,80,R&B,英语,,mad,positive,1,0,0
1071,1071,75,dance,国语,new,sad,negative,1,0,0
1072,1072,89,pop,,old,sad,negative,1,0,0
1073,1073,139,R&B,国语,,happy,positive,1,0,0
1074,1074,148,dance,其他,new,happy,negative,1,0,0
1075,1075,149,jazz,其他,,mad,positive,1,0,0
1076,1076,65,pop,其他,,happy,positive,1,0,0
1077,1077,122,soundtrack,,old,happy,positive,1,0,0
1078,1078,75,soundtrack,韩语,old,mad,positive,1,0,0
1079,1079,82,soundtrack,,old,mad,negative,1,0,0
1080,1080,129,soundtrack,日语,new,peaceful,negative,1,0,0
1081,1081,92,soundtrack,日语,,peaceful,positive,1,0,0
1082,1082,116,R&B,韩语,new,sad,positive,1,0,0
1083,1083,101,jazz,日语,,sad,negative,1,0,0
1084,1084,115,R&B,国语,,happy,negative,1,0,0
1085,1085,136,,其他,old,peaceful,positive,1,0,0
1086,1086,146,R&B,英语,new,mad,negative,1,0,0
1087,1087,91,soundtrack,韩语,old,happy,negative,1,0,0
1088,1088,125,,国语,old,happy,positive,1,0,0
1089,1089,139,pop,韩语,old,mad,negative,1,0,0
1090,1090,146,dance,韩语,old,sad,positive,1,0,0
1091,1091,106,jazz,韩语,new,happy,negative,1,0,0
1092,1092,124,pop,国语,old,peaceful,positive,1,0,0
1093,1093,128,soundtrack,英语,,sad,negative,1,0,0
1094,1094,146,jazz,日语,new,peaceful,negative,1,0,0
1095,1095,131,dance,其他,old,happy,negative,1,0,0
1096,1096,131,dance,其他,old,sad,positive,1,0,0
1097,1097,122,jazz,,new,sad,negative,1,0,0
1098,1098,117,R&B,,old,sad,positive,1,0,0
1099,1099,91,pop,,,peaceful,positive,1,0,0
1100,1100,61,,日语,new,happy,negative,1,0,0
1101,1101,137,pop,日语,,sad,positive,1,0,0
1102,1102,83,R&B,韩语,,happy,positive,1,0,0
1103,1103,132,soundtrack,韩语,,mad,negative,1,0,0
1104,1104,89,soundtrack,国语,new,happy,negative,1,0,0
1105,1105,138,soundtrack,,old,sad,positive,1,0,0
1106,1106,78,pop,国语,,sad,negative,1,0,0
1107,1107,62,soundtrack,日语,,happy,positive,1,0,0
1108,1108,71,pop,日语,,mad,positive,1,0,0
1109,1109,105,jazz,韩语,new,peaceful,positive,1,0,0
1110,1110,97,R&B,其他,,peaceful,positive,1,0,0
1111,1111,83,,韩语,old,peaceful,positive,1,0,0
1112,1112,107,soundtrack,其他,old,mad,positive,1,0,0
1113,1113,80,dance,其他,old,happy,positive,1,0,0
1114,1114,121,soundtrack,日语,,mad,positive,1,0,0
1115,1115,90,pop,英语,new,sad,negative,1,0,0
1116,1116,98,dance,国语,old,mad,positive,1,0,0
1117,1117,106,dance,英语,new,happy,negative,1,0,0
1118,1118,108,jazz,日语,new,peaceful,negative,1,0,0
1119,1119,127,,英语,new,mad,negative,1,0,0
1120,1120,126,dance,,,sad,positive,1,0,0
1121,1121,101,pop,其他,,happy,positive,1,0,0
1122,1122,97,jazz,英语,,sad,positive,1,0,0
1123,1123,66,dance,英语,old,sad,positive,1,0,0
1124,1124,125,R&B,日语,new,happy,negative,1,0,0
1125,1125,107,dance,,,sad,negative,1,0,0
1126,1126,131,pop,,old,sad,positive,1,0,0
1127,1127,99,jazz,英语,old,sad,negative,1,0,0
1128,1128,109,dance,日语,new,sad,positive,1,0,0
1129,1129,90,pop,国语,new,mad,negative,1,0,0
1130,1130,60,soundtrack,其他,old,peaceful,negative,1,0,0
1131,1131,113,,英语,new,mad,negative,1,0,0
1132,1132,141,R&B,韩语,old,mad,negative,1,0,0
1133,1133,107,jazz,日语,new,sad,negative,1,0,0
1134,1134,80,pop,国语,old,sad,negative,1,0,0
1135,1135,130,R&B,其他,new,mad,positive,1,0,0
1136,1136,106,jazz,国语,,happy,positive,1,0,0
1137,1137,124,dance,英语,,happy,negative,1,0,0
1138,1138,141,pop,其他,old,mad,positive,1,0,0
1139,1139,71,soundtrack,日语,,mad,negative,1,0,0
1140,1140,78,pop,韩语,,peaceful,positive,1,0,0
1141,1141,93,pop,韩语,new,sad,positive,1,0,0
1142,1142,66,jazz,英语,,mad,negative,1,0,0
1143,1143,122,,日语,,sad,positive,1,0,0
1144,1144,141,R&B,韩语,old,sad,positive,1,0,0
1145,1145,114,R&B,英语,,mad,positive,1,0,0
1146,1146,145,jazz,韩语,new,happy,positive,1,0,0
1147,1147,105,jazz,,old,peaceful,negative,1,0,0
1148,1148,81,jazz,,,peaceful,positive,1,0,0
1149,1149,113,,,,mad,negative,1,0,0
1150,1150,69,soundtrack,韩语,old,peaceful,positive,1,0,0
1151,1151,94,R&B,国语,,mad,positive,1,0,0
1152,1152,60,R&B,英语,old,mad,positive,1,0,0
1153,1153,88,dance,韩语,new,peaceful,positive,1,0,0
1154,1154,137,dance,其他,new,sad,negative,1,0,0
1155,1155,112,,国语,,sad,negative,1,0,0
1156,1156,130,jazz,,old,sad,negative,1,0,0
1157,1157,140,dance,韩语,old,sad,negative,1,0,0
1158,1158,94,pop,其他,old,sad,negative,1,0,0
1159,1159,78,dance,国语,,happy,positive,1,0,0
1160,1160,65,pop,其他,new,happy,positive,1,0,0
1161,1161,81,soundtrack,,new,peaceful,positive,1,0,0
1162,1162,143,R&B,韩语,old,peaceful,negative,1,0,0
1163,1163,120,dance,英语,old,sad,positive,1,0,0
1164,1164,119,dance,日语,new,mad,positive,1,0,0
1165,1165,144,R&B,国语,old,sad,positive,1,0,0
1166,1166,115,jazz,英语,old,sad,positive,1,0,0
1167,1167,114,dance,其他,,happy,negative,1,0,0
1168,1168,128,R&B,韩语,,peaceful,negative,1,0,0
1169,1169,142,soundtrack,,old,peaceful,negative,1,0,0
1170,1170,137,dance,,old,happy,negative,1,0,0
1171,1171,85,R&B,国语,old,peaceful,positive,1,0,0
1172,1172,72,jazz,其他,,peaceful,positive,1,0,0
1173,1173,142,dance,国语,,mad,positive,1,0,0
1174,1174,67,jazz,日语,old,peaceful,negative,1,0,0
1175,1175,121,jazz,英语,,peaceful,positive,1,0,0
1176,1176,84,pop,日语,new,mad,negative,1,0,0
1177,1177,68,,英语,new,peaceful,negative,1,0,0
1178,1178,75,,日语,,mad,positive,1,0,0
1179,1179,108,dance,国语,,happy,negative,1,0,0
1180,1180,117,,英语,old,mad,positive,1,0,0
1181,1181,103,,日语,old,sad,positive,1,0,0
1182,1182,110,dance,日语,old,mad,negative,1,0,0
1183,1183,73,jazz,,old,happy,positive,1,0,0
1184,1184,106,R&B,,old,sad,positive,1,0,0
1185,1185,121,pop,其他,,mad,negative,1,0,0
1186,1186,78,soundtrack,,old,sad,negative,1,0,0
1187,1187,67,R&B,,new,sad,positive,1,0,0
1188,1188,119,jazz,日语,,sad,positive,1,0,0
1189,1189,73,soundtrack,其他,new,mad,positive,1,0,0
1190,1190,93,dance,日语,,mad,positive,1,0,0
1191,1191,61,pop,,new,mad,negative,1,0,0
1192,1192,128,jazz,英语,new,sad,positive,1,0,0
1193,1193,75,soundtrack,其他,old,happy,negative,1,0,0
1194,1194,64,pop,,new,mad,negative,1,0,0
1195,1195,66,soundtrack,日语,new,happy,negative,1,0,0
1196,1196,131,pop,韩语,,sad,negative,1,0,0
1197,1197,97,soundtrack,韩语,new,peaceful,negative,1,0,0
1198,1198,76,jazz,国语,new,happy,negative,1,0,0
1199,1199,117,jazz,英语,,mad,positive,1,0,0
1200,1200,134,jazz,韩语,,happy,positive,1,0,0
1201,1201,71,,国语,,happy,positive,1,0,0
1202,1202,117,dance,其他,old,mad,positive,1,0,0
1203,1203,97,dance,韩语,new,mad,negative,1,0,0
1204,1204,78,soundtrack,日语,new,sad,negative,1,0,0
1205,1205,144,soundtrack,日语,new,happy,positive,1,0,0
1206,1206,110,pop,英语,old,mad,negative,1,0,0
1207,1207,96,pop,韩语,new,peaceful,positive,1,0,0
1208,1208,128,,日语,new,happy,negative,1,0,0
1209,1209,116,R&B,其他,new,sad,negative,1,0,0
1210,1210,143,dance,其他,,peaceful,negative,1,0,0
1211,1211,96,jazz,日语,new,sad,positive,1,0,0
1212,1212,122,jazz,其他,,happy,negative,1,0,0
1213,1213,149,dance,英语,,peaceful,negative,1,0,0
1214,1214,145,R&B,国语,,peaceful,negative,1,0,0
1215,1215,136,dance,日语,,mad,positive,1,0,0
1216,1216,144,dance,其他,,peaceful,negative,1,0,0
1217,1217,76,dance,英语,new,peaceful,positive,1,0,0
1218,1218,65,soundtrack,韩语,,mad,positive,1,0,0
1219,1219,145,R&B,英语,old,sad,negative,1,0,0
1220,1220,131,jazz,日语,new,peaceful,negative,1,0,0
1221,1221,65,soundtrack,其他,,mad,negative,1,0,0
1222,1222,132,dance,国语,old,mad,positive,1,0,0
1223,1223,70,jazz,韩语,old,sad,positive,1,0,0
1224,1224,66,pop,,old,peaceful,positive,1,0,0
1225,1225,82,jazz,英语,new,peaceful,positive,1,0,0
1226,1226,95,jazz,其他,,peaceful,positive,1,0,0
1227,1227,103,soundtrack,英语,,peaceful,negative,1,0,0
1228,1228,91,R&B,韩语,,happy,negative,1,0,0
1229,1229,80,dance,其他,new,sad,positive,1,0,0
1230,1230,129,soundtrack,,old,sad,positive,1,0,0
1231,1231,84,pop,其他,,happy,positive,1,0,0
1232,1232,84,soundtrack,其他,,happy,negative,1,0,0
1233,1233,119,dance,其他,new,mad,negative,1,0,0
1234,1234,146,R&B,日语,old,peaceful,positive,1,0,0
1235,1235,82,jazz,其他,,peaceful,negative,1,0,0
1236,1236,103,jazz,英语,new,peaceful,negative,1,0,0
1237,1237,124,pop,国语,,mad,positive,1,0,0
1238,1238,106,jazz,韩语,old,peaceful,positive,1,0,0
1239,1239,144,pop,其他,new,mad,positive,1,0,0
1240,1240,138,R&B,日语,,peaceful,negative,1,0,0
1241,1241,87,soundtrack,其他,,sad,positive,1,0,0
1242,1242,74,dance,国语,,mad,positive,1,0,0
1243,1243,134,pop,其他,,sad,negative,1,0,0
1244,1244,147,,其他,new,peaceful,positive,1,0,0
1245,1245,100,pop,国语,,sad,negative,1,0,0
1246,1246,85,,日语,old,peaceful,positive,1,0,0
1247,1247,136,jazz,其他,,sad,negative,1,0,0
1248,1248,107,pop,日语,old,sad,negative,1,0,0
1249,1249,107,dance,日语,new,sad,negative,1,0,0
1250,1250,124,dance,其他,old,sad,positive,1,0,0
1251,1251,74,,,old,peaceful,positive,1,0,0
1252,1252,92,pop,日语,new,sad,negative,1,0,0
1253,1253,98,soundtrack,其他,new,peaceful,positive,1,0,0
1254,1254,106,pop,英语,old,peaceful,negative,1,0,0
1255,1255,64,pop,国语,old,happy,negative,1,0,0
1256,1256,62,jazz,韩语,,mad,positive,1,0,0
1257,1257,82,R&B,英语,,mad,negative,1,0,0
1258,1258,79,soundtrack,其他,,sad,positive,1,0,0
1259,1259,124,jazz,韩语,,happy,negative,1,0,0
1260,1260,120,pop,其他,new,peaceful,negative,1,0,0
1261,1261,79,dance,英语,old,sad,negative,1,0,0
1262,1262,90,,英语,old,sad,positive,1,0,0
1263,1263,113,dance,英语,new,happy,positive,1,0,0
1264,1264,103,pop,韩语,old,happy,negative,1,0,0
1265,1265,84,R&B,韩语,old,mad,negative,1,0,0
1266,1266,77,pop,日语,new,peaceful,negative,1,0,0
1267,1267,131,dance,其他,,peaceful,positive,1,0,0
1268,1268,119,jazz,英语,new,happy,positive,1,0,0
1269,1269,123,pop,国语,,happy,negative,1,0,0
1270,1270,60,pop,国语,old,happy,negative,1,0,0
1271,1271,119,jazz,,new,mad,positive,1,0,0
1272,1272,112,soundtrack,英语,old,happy,positive,1,0,0
1273,1273,122,dance,,new,sad,negative,1,0,0
1274,1274,90,jazz,英语,,peaceful,negative,1,0,0
1275,1275,110,,韩语,old,sad,negative,1,0,0
1276,1276,127,R&B,韩语,new,mad,positive,1,0,0
1277,1277,142,R&B,英语,new,peaceful,negative,1,0,0
1278,1278,74,R&B,韩语,,peaceful,negative,1,0,0
1279,1279,75,pop,韩语,new,happy,negative,1,0,0
1280,1280,107,pop,韩语,old,peaceful,positive,1,0,0
1281,1281,123,soundtrack,英语,old,mad,positive,1,0,0
1282,1282,122,,英语,,happy,negative,1,0,0
1283,1283,118,,其他,,happy,negative,1,0,0
1284,1284,141,pop,韩语,old,peaceful,negative,1,0,0
1285,1285,149,soundtrack,英语,old,sad,positive,1,0,0
1286,1286,97,dance,韩语,,happy,negative,1,0,0
1287,1287,140,pop,英语,old,mad,positive,1,0,0
1288,1288,62,R&B,国语,old,peaceful,positive,1,0,0
1289,1289,65,dance,日语,,sad,positive,1,0,0
1290,1290,96,R&B,日语,,mad,positive,1,0,0
1291,1291,105,jazz,国语,old,sad,negative,1,0,0
1292,1292,111,jazz,国语,old,mad,positive,1,0,0
1293,1293,113,R&B,国语,old,sad,positive,1,0,0
1294,1294,134,jazz,韩语,,happy,negative,1,0,0
1295,1295,141,dance,其他,old,peaceful,negative,1,0,0
1296,1296,98,R&B,英语,old,mad,negative,1,0,0
1297,1297,76,pop,其他,old,sad,negative,1,0,0
1298,1298,113,pop,韩语,new,mad,positive,1,0,0
1299,1299,98,,日语,old,mad,positive,1,0,0
1300,1300,67,,其他,,sad,negative,1,0,0
1301,1301,101,soundtrack,韩语,new,happy,positive,1,0,0
1302,1302,96,R&B,日语,,peaceful,positive,1,0,0
1303,1303,75,,国语,old,happy,positive,1,0,0
1304,1304,77,R&B,其他,new,peaceful,positive,1,0,0
1305,1305,130,dance,国语,,mad,negative,1,0,0
1306,1306,130,,英语,,peaceful,negative,1,0,0
1307,1307,145,R&B,国语,old,happy,negative,1,0,0
1308,1308,97,,英语,new,sad,negative,1,0,0
1309,1309,82,dance,韩语,old,mad,negative,1,0,0
1310,1310,63,dance,日语,old,sad,negative,1,0,0
1311,1311,93,,其他,,happy,negative,1,0,0
1312,1312,147,pop,日语,old,happy,positive,1,0,0
1313,1313,105,pop,国语,old,happy,positive,1,0,0
1314,1314,98,R&B,英语,new,peaceful,positive,1,0,0
1315,1315,106,,韩语,old,happy,positive,1,0,0
1316,1316,98,R&B,韩语,new,happy,negative,1,0,0
1317,1317,106,,韩语,new,sad,positive,1,0,0
1318,1318,67,,国语,,sad,positive,1,0,0
1319,1319,147,dance,其他,new,sad,negative,1,0,0
1320,1320,81,dance,其他,old,mad,positive,1,0,0
1321,1321,73,pop,英语,new,sad,negative,1,0,0
1322,1322,76,soundtrack,其他,,peaceful,negative,1,0,0
1323,1323,135,pop,,new,peaceful,positive,1,0,0
1324,1324,129,jazz,韩语,old,peaceful,negative,1,0,0
1325,1325,99,dance,其他,old,happy,positive,1,0,0
1326,1326,89,soundtrack,韩语,old,happy,negative,1,0,0
1327,1327,77,,韩语,old,peaceful,positive,1,0,0
1328,1328,140,pop,英语,,happy,positive,1,0,0
1329,1329,66,R&B,日语,,happy,negative,1,0,0
1330,1330,102,pop,英语,new,sad,positive,1,0,0
1331,1331,104,soundtrack,英语,new,peaceful,negative,1,0,0
1332,1332,71,jazz,英语,old,happy,positive,1,0,0
1333,1333,61,R&B,,new,mad,negative,1,0,0
1334,1334,74,pop,英语,new,happy,positive,1,0,0
1335,1335,107,R&B,,old,mad,negative,1,0,0
1336,1336,149,soundtrack,韩语,old,sad,positive,1,0,0
1337,1337,60,dance,,old,happy,negative,1,0,0
1338,1338,63,pop,国语,,mad,negative,1,0,0
1339,1339,67,,其他,,peaceful,negative,1,0,0
1340,1340,134,R&B,韩语,old,mad,positive,1,0,0
1341,1341,110,,日语,old,sad,negative,1,0,0
1342,1342,79,jazz,,old,happy,positive,1,0,0
1343,1343,62,,,new,sad,positive,1,0,0
1344,1344,132,,其他,,sad,negative,1,0,0
1345,1345,65,dance,日语,new,happy,negative,1,0,0
1346,1346,94,,其他,old,sad,positive,1,0,0
1347,1347,70,dance,国语,old,happy,negative,1,0,0
1348,1348,95,soundtrack,,old,happy,negative,1,0,0
1349,1349,98,pop,韩语,old,happy,negative,1,0,0
1350,1350,84,soundtrack,国语,,mad,positive,1,0,0
1351,1351,130,R&B,韩语,old,peaceful,negative,1,0,0
1352,1352,136,,英语,new,sad,negative,1,0,0
1353,1353,136,R&B,其他,,happy,positive,1,0,0
1354,1354,69,R&B,日语,,peaceful,positive,1,0,0
1355,1355,64,pop,日语,new,happy,negative,1,0,0
1356,1356,82,dance,国语,,happy,positive,1,0,0
1357,1357,99,,,new,mad,negative,1,0,0
1358,1358,69,,日语,new,peaceful,positive,1,0,0
1359,1359,146,,其他,old,happy,negative,1,0,0
1360,1360,107,dance,其他,,mad,negative,1,0,0
1361,1361,132,R&B,日语,old,sad,positive,1,0,0
1362,1362,73,jazz,韩语,new,happy,positive,1,0,0
1363,1363,79,pop,,,mad,negative,1,0,0
1364,1364,98,dance,韩语,,happy,positive,1,0,0
1365,1365,96,jazz,其他,old,happy,negative,1,0,0
1366,1366,135,jazz,国语,old,sad,negative,1,0,0
1367,1367,112,pop,国语,old,happy,negative,1,0,0
1368,1368,89,jazz,,old,peaceful,negative,1,0,0
1369,1369,90,,韩语,new,peaceful,positive,1,0,0
1370,1370,109,R&B,韩语,,peaceful,negative,1,0,0
1371,1371,143,dance,,,peaceful,negative,1,0,0
1372,1372,89,soundtrack,英语,,mad,negative,1,0,0
1373,1373,87,soundtrack,英语,,peaceful,negative,1,0,0
1374,1374,98,dance,日语,new,sad,negative,1,0,0
1375,1375,93,pop,日语,,peaceful,negative,1,0,0
1376,1376,80,,,old,peaceful,negative,1,0,0
1377,1377,61,,日语,,mad,negative,1,0,0
1378,1378,134,dance,国语,new,sad,positive,1,0,0
1379,1379,65,pop,,old,sad,positive,1,0,0
1380,1380,96,jazz,英语,old,sad,positive,1,0,0
1381,1381,104,pop,韩语,new,happy,negative,1,0,0
1382,1382,111,,英语,,happy,positive,1,0,0
1383,1383,67,dance,日语,new,sad,negative,1,0,0
1384,1384,124,pop,日语,old,peaceful,negative,1,0,0
1385,1385,78,R&B,韩语,new,mad,positive,1,0,0
1386,1386,61,R&B,国语,old,mad,negative,1,0,0
1387,1387,76,,韩语,new,mad,negative,1,0,0
1388,1388,80,pop,国语,new,happy,positive,1,0,0
1389,1389,91,soundtrack,,new,happy,positive,1,0,0
1390,1390,60,,日语,,peaceful,positive,1,0,0
1391,1391,134,pop,国语,new,happy,positive,1,0,0
1392,1392,146,dance,韩语,,mad,negative,1,0,0
1393,1393,127,,日语,new,sad,negative,1,0,0
1394,1394,91,soundtrack,韩语,old,sad,positive,1,0,0
1395,1395,141,,英语,new,mad,positive,1,0,0
1396,1396,65,,韩语,,sad,positive,1,0,0
1397,1397,106,soundtrack,韩语,new,mad,positive,1,0,0
1398,1398,92,soundtrack,日语,new,peaceful,negative,1,0,0
1399,1399,101,dance,英语,new,mad,negative,1,0,0
1400,1400,60,dance,英语,,mad,positive,1,0,0
1401,1401,133,soundtrack,韩语,new,happy,negative,1,0,0
1402,1402,134,pop,英语,new,peaceful,positive,1,0,0
1403,1403,84,soundtrack,国语,old,happy,positive,1,0,0
1404,1404,130,soundtrack,其他,old,happy,negative,1,0,0
1405,1405,112,R&B,日语,new,peaceful,negative,1,0,0
1406,1406,102,dance,,,peaceful,negative,1,0,0
1407,1407,100,jazz,日语,,mad,negative,1,0,0
1408,1408,130,dance,日语,new,mad,negative,1,0,0
1409,1409,108,soundtrack,国语,,mad,negative,1,0,0
1410,1410,135,soundtrack,英语,new,peaceful,positive,1,0,0
1411,1411,126,,英语,,mad,negative,1,0,0
1412,1412,66,pop,日语,old,peaceful,positive,1,0,0
1413,1413,107,pop,日语,old,happy,negative,1,0,0
1414,1414,87,dance,韩语,,mad,negative,1,0,0
1415,1415,69,dance,,new,sad,positive,1,0,0
1416,1416,94,,英语,,sad,negative,1,0,0
1417,1417,90,dance,国语,new,peaceful,positive,1,0,0
1418,1418,119,dance,国语,new,happy,negative,1,0,0
1419,1419,65,jazz,其他,new,happy,negative,1,0,0
1420,1420,109,R&B,,,mad,negative,1,0,0
1421,1421,103,jazz,韩语,new,mad,negative,1,0,0
1422,1422,130,,其他,,peaceful,negative,1,0,0
1423,1423,129,jazz,国语,,sad,negative,1,0,0
1424,1424,146,R&B,日语,old,mad,negative,1,0,0
1425,1425,70,pop,韩语,,sad,positive,1,0,0
1426,1426,147,dance,日语,,happy,positive,1,0,0
1427,1427,104,dance,英语,old,sad,negative,1,0,0
1428,1428,146,R&B,,,sad,positive,1,0,0
1429,1429,133,,日语,old,peaceful,positive,1,0,0
1430,1430,118,soundtrack,韩语,new,peaceful,positive,1,0,0
1431,1431,74,,日语,,mad,negative,1,0,0
1432,1432,126,,,new,happy,negative,1,0,0
1433,1433,145,jazz,国语,old,happy,negative,1,0,0
1434,1434,134,dance,其他,new,happy,positive,1,0,0
1435,1435,136,,英语,new,sad,positive,1,0,0
1436,1436,106,pop,,old,sad,positive,1,0,0
1437,1437,92,jazz,英语,,peaceful,negative,1,0,0
1438,1438,74,R&B,韩语,,mad,negative,1,0,0
1439,1439,61,,日语,,peaceful,negative,1,0,0
1440,1440,146,soundtrack,韩语,new,sad,positive,1,0,0
1441,1441,80,soundtrack,韩语,,happy,negative,1,0,0
1442,1442,84,jazz,韩语,old,sad,positive,1,0,0
1443,1443,66,soundtrack,日语,new,happy,negative,1,0,0
1444,1444,108,pop,日语,old,peaceful,positive,1,0,0
1445,1445,106,jazz,韩语,old,mad,negative,1,0,0
1446,1446,134,pop,其他,new,sad,negative,1,0,0
1447,1447,78,jazz,国语,old,mad,negative,1,0,0
1448,1448,147,,其他,,mad,negative,1,0,0
1449,1449,73,pop,国语,new,sad,positive,1,0,0
1450,1450,78,pop,其他,old,sad,positive,1,0,0
1451,1451,148,R&B,英语,new,mad,negative,1,0,0
1452,1452,137,,日语,,sad,negative,1,0,0
1453,1453,115,pop,英语,,sad,negative,1,0,0
1454,1454,143,soundtrack,,new,peaceful,negative,1,0,0
1455,1455,84,soundtrack,,new,mad,positive,1,0,0
1456,1456,68,soundtrack,日语,new,peaceful,positive,1,0,0
1457,1457,104,R&B,其他,,mad,positive,1,0,0
1458,1458,136,pop,韩语,old,sad,negative,1,0,0
1459,1459,104,soundtrack,,old,mad,positive,1,0,0
1460,1460,124,dance,,old,sad,negative,1,0,0
1461,1461,125,jazz,其他,,happy,positive,1,0,0
1462,1462,137,jazz,英语,,sad,negative,1,0,0
1463,1463,90,jazz,国语,,sad,positive,1,0,0
1464,1464,116,pop,其他,new,peaceful,positive,1,0,0
1465,1465,139,,韩语,,mad,positive,1,0,0
1466,1466,122,soundtrack,其他,,sad,positive,1,0,0
1467,1467,138,dance,英语,new,mad,positive,1,0,0
1468,1468,118,R&B,,new,peaceful,positive,1,0,0
1469,1469,145,soundtrack,其他,new,mad,positive,1,0,0
1470,1470,89,dance,其他,new,sad,positive,1,0,0
1471,1471,79,,日语,,sad,negative,1,0,0
1472,1472,77,R&B,,old,sad,positive,1,0,0
1473,1473,103,jazz,其他,,peaceful,positive,1,0,0
1474,1474,74,dance,,new,happy,positive,1,0,0
1475,1475,87,R&B,其他,old,mad,positive,1,0,0
1476,1476,126,soundtrack,,old,sad,negative,1,0,0
1477,1477,110,R&B,日语,,mad,negative,1,0,0
1478,1478,80,jazz,韩语,new,peaceful,negative,1,0,0
1479,1479,72,pop,其他,,peaceful,positive,1,0,0
1480,1480,120,R&B,国语,new,mad,negative,1,0,0
1481,1481,143,pop,国语,old,happy,negative,1,0,0
1482,1482,135,soundtrack,日语,old,mad,negative,1,0,0
1483,1483,97,dance,韩语,old,mad,negative,1,0,0
1484,1484,106,R&B,国语,,peaceful,positive,1,0,0
1485,1485,133,soundtrack,英语,new,happy,negative,1,0,0
1486,1486,86,dance,其他,,mad,positive,1,0,0
1487,1487,137,pop,其他,,mad,negative,1,0,0
1488,1488,145,R&B,英语,new,sad,negative,1,0,0
1489,1489,68,soundtrack,其他,old,peaceful,positive,1,0,0
1490,1490,108,pop,韩语,new,peaceful,positive,1,0,0
1491,1491,74,jazz,韩语,old,mad,positive,1,0,0
1492,1492,70,dance,英语,new,peaceful,negative,1,0,0
1493,1493,76,pop,其他,,sad,negative,1,0,0
1494,1494,123,jazz,韩语,,happy,positive,1,0,0
1495,1495,147,jazz,韩语,new,happy,negative,1,0,0
1496,1496,128,dance,英语,old,peaceful,positive,1,0,0
1497,1497,139,,英语,old,peaceful,positive,1,0,0
1498,1498,129,R&B,其他,,mad,negative,1,0,0
1499,1499,108,R&B,韩语,,mad,positive,1,0,0
1500,1500,99,pop,,new,sad,positive,1,0,0
1501,1501,95,R&B,国语,old,happy,negative,1,0,0
1502,1502,78,,英语,old,mad,positive,1,0,0
1503,1503,90,jazz,其他,new,mad,positive,1,0,0
1504,1504,121,jazz,国语,,peaceful,positive,1,0,0
1505,1505,144,jazz,其他,old,peaceful,negative,1,0,0
1506,1506,83,dance,国语,,mad,negative,1,0,0
1507,1507,88,jazz,韩语,old,mad,positive,1,0,0
1508,1508,136,dance,韩语,old,happy,negative,1,0,0
1509,1509,127,dance,英语,new,sad,positive,1,0,0
1510,1510,121,,国语,,sad,negative,1,0,0
1511,1511,63,,国语,new,sad,negative,1,0,0
1512,1512,74,,英语,,happy,positive,1,0,0
1513,1513,107,jazz,英语,,peaceful,positive,1,0,0
1514,1514,130,R&B,其他,old,peaceful,positive,1,0,0
1515,1515,65,,英语,old,mad,negative,1,0,0
1516,1516,82,pop,英语,new,sad,negative,1,0,0
1517,1517,99,soundtrack,国语,new,happy,negative,1,0,0
1518,1518,129,dance,其他,old,happy,negative,1,0,0
1519,1519,142,,英语,old,peaceful,positive,1,0,0
1520,1520,71,dance,国语,new,mad,negative,1,0,0
1521,1521,115,dance,英语,old,mad,negative,1,0,0
1522,1522,103,soundtrack,韩语,,sad,negative,1,0,0
1523,1523,75,soundtrack,其他,new,happy,negative,1,0,0
1524,1524,96,pop,日语,old,mad,positive,1,0,0
1525,1525,136,soundtrack,,,mad,negative,1,0,0
1526,1526,100,dance,英语,new,peaceful,negative,1,0,0
1527,1527,148,pop,英语,,peaceful,negative,1,0,0
1528,1528,60,,日语,new,sad,positive,1,0,0
1529,1529,93,,英语,,peaceful,negative,1,0,0
1530,1530,124,,英语,new,happy,positive,1,0,0
1531,1531,62,,英语,new,peaceful,positive,1,0,0
1532,1532,95,soundtrack,英语,new,peaceful,negative,1,0,0
1533,1533,112,R&B,英语,,happy,negative,1,0,0
