,type,goods_whole_sale,video_like,video_comment,video_forward,bgm,bpm,genre,language,public_time,attitude,emotion
425,服装类,13000.0,313.0,25.0,6.0,旧梦一场 (DJ余小磊版) - 未知,129.1992188,hiphop,国语,2020/1/10,negative,happy
426,服装类,13000.0,667.0,49.0,9.0,男人绝不认输 (DJ版) - 万一,129.1992188,Pop,国语,2016/4/23,negative,mad
427,服装类,13000.0,1567.0,48.0,28.0,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy
428,服装类,13000.0,5435.0,313.0,101.0,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy
429,服装类,13000.0,3940.0,278.0,55.0,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy
430,服装类,13000.0,6313.0,262.0,89.0,大丈夫 (1996爱与交响曲演唱会) - 张学友,103.359375,classical,,,,sad
431,服装类,13000.0,6833.0,666.0,110.0,大丈夫 (1996爱与交响曲演唱会) - 张学友,103.359375,classical,,,,sad
432,服装类,13000.0,27000.0,2593.0,690.0,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy
433,服装类,25000.0,202.0,10.0,1.0,Aku Suka Body Mama Muda (抖音热搜版) - 小猫多鱼,107.6660156,hiphop,英语,2020/6/15,negative,happy
434,服装类,25000.0,306.0,29.0,1.0,快乐阿拉蕾 - 邵雨涵,129.1992188,Pop,国语,2007/1/1,negative,happy
435,服装类,25000.0,208.0,32.0,2.0,你是我拒绝别人的理由 (DJ男声版片段) - 小轩,129.1992188,hiphop,国语,2018/10/17,negative,happy
436,服装类,9186.0,5.0,3.0,1.0,活该 - 谌宥,95.703125,Pop,国语,2020/5/13,negative,happy
437,服装类,9186.0,19.0,0.0,0.0,你是人间四月天 - 杨小恩,129.1992188,hiphop,国语,2020/3/7,negative,sad
438,服装类,9186.0,2.0,0.0,0.0,英文慢摇电音节奏舞曲 DJ大瑞 (DJ版) - DJ,129.1992188,hiphop,英语,2020/3/4,negative,happy
439,服装类,9186.0,3.0,0.0,1.0,我们背对背拥抱 - 未知,129.1992188,rock,,,,peaceful
440,服装类,9186.0,4.0,0.0,0.0,活该 - 谌宥,95.703125,Pop,国语,2020/5/13,negative,happy
441,服装类,9186.0,77.0,2.0,0.0,活该 - 谌宥,95.703125,Pop,国语,2020/5/13,negative,happy
442,服装类,9186.0,8.0,2.0,0.0,旧梦一场 (DJ余小磊版) - 未知,129.1992188,hiphop,国语,2020/1/10,negative,happy
443,服装类,22000.0,60.0,0.0,1.0,百花香 (DJ Candy版) - 魏新雨,129.1992188,hiphop,,,positive,happy
444,服装类,22000.0,251.0,3.0,3.0,百花香 (DJ Candy版) - 魏新雨,129.1992188,hiphop,,,positive,happy
445,服装类,22000.0,93.0,0.0,2.0,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy
446,服装类,22000.0,71.0,0.0,2.0,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy
447,服装类,7000.0,14.0,3.0,1.0,你啊你啊 - 叶琼琳,123.046875,Pop,国语,2020/6/19,positive,sad
448,服装类,8691.0,3.0,0.0,2.0,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy
449,服装类,8691.0,202.0,8.0,7.0,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy
450,服装类,8691.0,29.0,1.0,4.0,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy
451,服装类,8691.0,9.0,0.0,1.0,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy
452,服装类,8691.0,4.0,0.0,0.0,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy
453,服装类,7000.0,20.0,11.0,2.0,你啊你啊 - 叶琼琳,123.046875,Pop,国语,2020/6/19,positive,sad
454,服装类,7000.0,14.0,13.0,2.0,Walk Thru Fire - Vicetone、Meron Ryan,117.4538352,Dance,英语,2018/8/3,positive,peaceful
455,服装类,7000.0,24.0,12.0,0.0,爱出发 - TFBOYS,151.99908090000002,Pop,国语,2013/10/4,positive,peaceful
456,服装类,7000.0,59.0,31.0,2.0,回到夏天 (片段) - 爱写歌的小田,129.1992188,hiphop,,,negative,sad
457,服装类,8691.0,2.0,0.0,0.0,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy
458,服装类,22000.0,58.0,1.0,3.0,我爱的人 - 小曼,66.25600962,Pop,国语,2019/12/13,negative,peaceful
459,服装类,22000.0,96.0,2.0,5.0,流年兮 - 夏喘喘,99.38401442,country,其他,2018/5/19,positive,sad
460,服装类,22000.0,4085.0,276.0,140.0,我爱你不问归期 (片段) - 白小白,80.74951172,Pop,国语,2020/4/17,positive,happy
461,服装类,134000.0,13.0,0.0,0.0,你是我拒绝别人的理由 - 赵霏儿,129.1992188,hiphop,国语,2019/1/30,positive,happy
462,服装类,3670.0,3165.0,162.0,140.0,后会无期 + 情歌王 (DJ版) - 嘉琪先生,135.9991776,Pop,国语,2020/7/2,positive,happy
463,服装类,3670.0,377.0,24.0,7.0,Masih Mencintainya (片段) - Papinka,95.703125,hiphop,,,,happy
464,服装类,3670.0,246.0,6.0,4.0,爸爸妈妈 (片段) - 李飘飘,135.9991776,blues,,,,peaceful
465,服装类,2881.0,3411.0,137.0,50.0,安和桥 (片段) - 广东水神,129.1992188,metal,国语,2019/6/8,positive,sad
466,服装类,4357.0,42.0,1.0,0.0,以嗨治丧 - 新旭,123.046875,hiphop,纯音乐,2019/7/30,positive,happy
467,服装类,4357.0,414.0,30.0,10.0,Waiting For Love (DJ版) - 沈小3,123.046875,Pop,纯音乐,2020/5/21,positive,peaceful
468,服装类,4357.0,696.0,14.0,9.0,Kiss Fight - 未知,103.359375,Pop,英语,2017/2/15,positive,happy
469,服装类,4357.0,64.0,5.0,0.0,我飞翔在乌云之中 (DJ版) - 蒋先生,151.99908090000002,Pop,纯音乐,2020/3/14,positive,sad
470,服装类,4357.0,57.0,1.0,2.0,你是人间四月天 (弹鼓版) - 敏少,129.1992188,hiphop,,,,sad
471,服装类,4357.0,104.0,0.0,1.0,记录欢呼时刻 - 黄钰杰,129.1992188,pop,纯音乐,2020/2/18,negative,sad
472,服装类,4357.0,195.0,8.0,5.0,DEDEDE - Lkeda、AKI S,135.9991776,hiphop,,,,mad
473,服装类,4357.0,19000.0,794.0,231.0,Waiting For Love - 69,123.046875,Pop,英语,2020/4/20,positive,peaceful
474,服装类,11000.0,1358.0,19.0,12.0,舞女 - 龙飘飘,112.3471467,Pop,国语,1998/1/1,negative,happy
475,服装类,10000.0,487.0,41.0,20.0,"1,2,3,4 (원,투,쓰리,포) - LEE HI",117.4538352,Pop,韩语,2012/12/21,negative,happy
476,服装类,10000.0,344.0,14.0,11.0,胖子多棒 (女声版片段) - 网络歌手,107.6660156,hiphop,,,positive,happy
477,服装类,10000.0,299.0,14.0,8.0,"1,2,3,4 (원,투,쓰리,포) - LEE HI",117.4538352,Pop,韩语,2012/12/21,negative,happy
478,服装类,10000.0,333.0,18.0,16.0,开始懂了 (片段) - 藤竹京,117.4538352,Pop,国语,2020/6/23,,happy
479,服装类,10000.0,291.0,13.0,17.0,我的天空 (加长版) - 刘至佳,117.4538352,classical,国语,2019/5/23,negative,happy
480,服装类,10000.0,1328.0,60.0,26.0,多年以后 - 黄静美,86.1328125,Pop,国语,2019/6/14,negative,happy
481,服装类,10000.0,3668.0,196.0,78.0,多年以后 - 黄静美,86.1328125,Pop,国语,2019/6/14,negative,happy
482,服装类,10000.0,14000.0,817.0,307.0,微笑吧 (DJ版片段) - 香子,129.1992188,Pop,国语,2020/5/21,positive,happy
483,服装类,631.0,0.0,0.0,0.0,惊雷 - 何小林,135.9991776,Pop,国语,2020/4/8,positive,peaceful
484,服装类,127.0,0.0,0.0,0.0,我们背对背拥抱 (抖音DJ) - 未知,129.1992188,rock,,,,happy
485,服装类,742.0,0.0,0.0,0.0,新壶中天 - 崔子格,92.28515625,Pop,国语,2018/8/13,positive,sad
486,服装类,581.0,0.0,0.0,0.0,最最 - 姚慧汶、花草乐园会,135.9991776,Pop,国语,2018/9/14,positive,sad
487,服装类,121.0,0.0,0.0,0.0,小行囊 - 马健涛,135.9991776,Pop,国语,2020/6/16,positive,happy
488,服装类,82.0,0.0,0.0,0.0,哭砂 (钢琴版) - 赵海洋,143.5546875,Pop,纯音乐,2010/1/1,positive,happy
489,服装类,291.0,0.0,0.0,0.0,柴 鱼 の c a l l i n g - 幸子小姐拜托了,112.3471467,Pop,英语,2017/7/30,positive,happy
490,服装类,825.0,0.0,0.0,0.0,背对背拥抱 (抖音DJ原版) - 蒋先生,129.1992188,Dance,国语,2020/7/8,,happy
491,服装类,7.0,0.0,0.0,0.0,Betsy's Silent Movie - Lluís Coloma,135.9991776,hiphop,其他,2016/9/23,,happy
492,服装类,185.0,0.0,0.0,0.0,Earthquake (Jason.c Extended Mix) - Jason.c,123.046875,Pop,纯音乐,2017/6/29,positive,happy
493,服装类,3760.0,0.0,0.0,0.0,漂洋过海来看你 (DJ版) - 宇霸霸,129.1992188,Pop,国语,2017/4/25,positive,happy
494,服装类,103.0,0.0,0.0,0.0,你懂得 (片段) - 阿悠悠,89.10290948,hiphop,国语,2020/6/8,positive,happy
495,服装类,169.0,0.0,0.0,0.0,不爱我就别伤害我 - 伤帅、安儿陈,86.1328125,hiphop,国语,2019/8/22,negative,sad
496,服装类,63.0,0.0,0.0,0.0,like That (完整DJ原版) - Good正点,99.38401442,blues,,,,happy
497,服装类,10.0,0.0,0.0,0.0,Back And Forth (Extended Mix) - 未知,151.99908090000002,Dance,法语,2014/4/25,,mad
498,服装类,201.0,0.0,0.0,0.0,다시 너를 (再次见到你) - Mad Clown、金娜英,143.5546875,country,国语,2019/12/26,negative,sad
499,服装类,28.0,0.0,0.0,0.0,炸山姑娘 - 刘妍菲,107.6660156,country,,,,mad
500,服装类,3760.0,0.0,0.0,0.0,漂洋过海来看你 - 宇霸霸,129.1992188,hiphop,国语,2017/3/23,positive,happy
501,服装类,650.0,0.0,0.0,0.0,我怎么这么好看 (完整版) - 虞书欣,135.9991776,pop,,,,happy
502,服装类,14.0,0.0,0.0,0.0,Party Train - Redfoo,129.1992188,Pop,英语,2016/3/18,negative,happy
503,服装类,432.0,0.0,0.0,0.0,万有引力 (DJ版) - 兮姐,123.046875,Pop,纯音乐,2020/3/30,positive,happy
504,服装类,979.0,0.0,0.0,0.0,你是我唯一的执着 (片段) - 我叫宣宣,112.3471467,country,国语,2019/9/25,positive,happy
505,服装类,82.0,0.0,0.0,0.0,哭砂 - 赵海洋,143.5546875,Pop,国语,1997/12/29,negative,happy
506,服装类,145.0,0.0,0.0,0.0,一定的年纪 (片段) - 雅欣跑调大王,117.4538352,hiphop,,,,happy
507,服装类,632.0,0.0,0.0,0.0,Okamochi & Jersey - 佐藤直紀,83.35433468,Soundtrack,纯音乐,2005/11/2,positive,sad
508,服装类,1330.0,0.0,0.0,0.0,晚安 (DJ浪子康、DJ豪大大版) - 浪子康、豪大大、颜人中,112.3471467,blues,其他,2019/8/2,positive,happy
509,服装类,2666.0,0.0,0.0,0.0,I Love You - 王若琳,123.046875,Pop,英语,2010/3/22,positive,happy
510,服装类,11.0,0.0,0.0,0.0,烟花三月 (广场舞) - 龚玥,151.99908090000002,hiphop,,,,sad
511,服装类,91.0,0.0,0.0,0.0,关于小熊 - 蛋堡,92.28515625,Pop,国语,2009/7/22,positive,sad
512,服装类,56.0,0.0,0.0,0.0,泡沫 - G.E.M.邓紫棋,135.9991776,Pop,国语,2012/7/5,negative,mad
513,服装类,211.0,0.0,0.0,0.0,Blueming - 逗号的留声机,103.359375,blues,,,,happy
514,服装类,658.0,0.0,0.0,0.0,蜗牛与黄鹂鸟 (抖音DJ热搜版) - 小猫多鱼,129.1992188,Dance,国语,2020/6/22,,happy
515,服装类,1330.0,0.0,0.0,0.0,晚安 - 颜人中,112.3471467,blues,国语,2015/9/25,positive,happy
516,服装类,1540.0,0.0,0.0,0.0,魔法城堡 - 69,95.703125,Pop,国语,2020/6/29,positive,sad
517,服装类,1600.0,0.0,0.0,0.0,PHANTASY STARONLINE - deko、YAMEII,143.5546875,pop,,,,sad
518,服装类,22.0,0.0,0.0,0.0,魔法城堡 (片段) - 原来是萝卜丫,92.28515625,blues,,,,peaceful
519,服装类,30.0,0.0,0.0,0.0,La Banda - F. Physical、A. Doremi、Sax Project,123.046875,Dance,英语,2018/12/19,negative,mad
520,服装类,32.0,0.0,0.0,0.0,神の怒り - 光宗信吉,135.9991776,rock,,,,happy
521,服装类,2605.0,0.0,0.0,0.0,Spin With You - Emma Sameth、Jeremy Zucker、Wolfe,95.703125,hiphop,,,negative,happy
522,服装类,57.0,0.0,0.0,0.0,火红的萨日朗 - 乌兰托娅,112.3471467,reggae,国语,2019/12/10,positive,happy
523,服装类,877.0,0.0,0.0,0.0,热播就对了 - 69,99.38401442,hiphop,,,,happy
524,服装类,110.0,0.0,0.0,0.0,追梦人 - DJ,117.4538352,rock,,,positive,happy
525,服装类,103.0,0.0,0.0,0.0,你懂得 - 阿悠悠,89.10290948,hiphop,,,,happy
526,服装类,1650.0,0.0,0.0,0.0,Oreflam - Luc Arbogast,86.1328125,country,,,,sad
527,服装类,274.0,0.0,0.0,0.0,大城小爱 - 王力宏,66.25600962,Pop,国语,2005/12/30,positive,happy
528,服装类,46.0,0.0,0.0,0.0,烟火里的尘埃 - 蒋先生,129.1992188,hiphop,,,,happy
529,服装类,3.0,0.0,0.0,0.0,The Waiting Game - 纯音乐,112.3471467,hiphop,英语,2008/1/1,positive,mad
530,服装类,1695.0,0.0,0.0,0.0,你说 - 赵乃吉,151.99908090000002,Pop,国语,2017/12/15,negative,peaceful
531,服装类,2380.0,0.0,0.0,0.0,爱江山更爱美人 - 小阿枫,151.99908090000002,Pop,国语,1994/1/1,negative,happy
532,服装类,4.0,0.0,0.0,0.0,我在你眼里到底算什么 (Live片段) - 花姐,117.4538352,Pop,国语,2020/7/14,negative,sad
533,服装类,17.0,0.0,0.0,0.0,一千个伤心的理由 (片段) - 维艾迪娅,69.83741554,pop,,,,happy
534,服装类,240.0,0.0,0.0,0.0,犯错 - 顾峰、斯琴高丽,135.9991776,Pop,国语,2008/12/10,negative,happy
535,服装类,363.0,0.0,0.0,0.0,星光背后 (片段) - 贝贝帅,129.1992188,Pop,粤语,2005/9/7,negative,sad
536,服装类,347.0,0.0,0.0,0.0,"下个,路口,见 - 哦漏",99.38401442,hiphop,国语,2009/12/22,positive,happy
537,服装类,1132.0,0.0,0.0,0.0,陷阱 - 蜉蝣Wh,117.4538352,Pop,国语,2018/7/10,negative,peaceful
538,服装类,18.0,0.0,0.0,0.0,爱情的故事 - 王晴,123.046875,Pop,国语,1992/11/1,positive,mad
539,服装类,30.0,0.0,0.0,0.0,沉默是金 (合唱版本) - 张国荣、许冠杰,83.35433468,Pop,粤语,1988/6/29,negative,happy
540,服装类,814.0,0.0,0.0,0.0,Darker Than The Light That Never Bleeds (ChesterForeverSteveAokiRemix) - LINKIN PARK、Steve Aoki,123.046875,hiphop,,,,mad
541,服装类,3393.0,0.0,0.0,0.0,Waiting For Love (Remix) - 白一阳,123.046875,Pop,英语,2020/4/20,negative,peaceful
542,服装类,97.0,0.0,0.0,0.0,사랑했나봐 (也许爱过吧)(2017蒙面歌王现场) - BOBBY,92.28515625,country,,,,happy
543,服装类,316.0,0.0,0.0,0.0,乘风破浪向你飘 - 可爱的小团团,95.703125,Pop,国语,2020/6/9,positive,happy
544,服装类,156.0,0.0,0.0,0.0,社会人专用DJ - 东子陌,129.1992188,hiphop,英语,2019/12/19,positive,happy
545,服装类,6.0,0.0,0.0,0.0,要爱你就来 (DJ版) - AZ珍珍,117.4538352,hiphop,国语,2019/9/24,positive,happy
546,服装类,333.0,0.0,0.0,0.0,室内系的TrackMaker - hanser,129.1992188,hiphop,,,,happy
547,服装类,363.0,0.0,0.0,0.0,星光背后 - 贝贝帅,83.35433468,Pop,粤语,2005/9/7,negative,happy
548,服装类,220.0,0.0,0.0,0.0,胖子多棒 - 网络歌手,129.1992188,hiphop,国语,2017/6/29,,sad
549,服装类,43.0,0.0,0.0,0.0,Blueming - 未知,103.359375,blues,,,,happy
550,服装类,760.0,0.0,0.0,0.0,爱情主演 (DJ何鹏版) - 默言,129.1992188,Pop,国语,2018/3/14,positive,happy
551,服装类,108.0,0.0,0.0,0.0,君を忘れてた (忘了还有你) - Falcom Sound Team jdk,143.5546875,country,,,,peaceful
552,服装类,1180.0,0.0,0.0,0.0,我怎么这么好看 - 大张伟,123.046875,Pop,国语,2020/7/10,positive,mad
553,服装类,184.0,0.0,0.0,0.0,魔动闪霸 - Zizzy Z,99.38401442,pop,,,,peaceful
554,服装类,76.0,0.0,0.0,0.0,это ли счастье (热搜版) - 小猫多鱼,103.359375,pop,国语,2020/6/1,negative,happy
555,服装类,30.0,0.0,0.0,0.0,最后的倾诉 (四步) - 刘晓,78.30255682,hiphop,,,,peaceful
556,服装类,2044.0,0.0,0.0,0.0,夏日炎炎有你超甜 - 苏名哲,129.1992188,Dance,国语,2020/6/17,positive,happy
557,服装类,0.0,0.0,0.0,0.0,错失风雅 - 伊格赛听、鹿一君、晗木之,135.9991776,Pop,国语,2020/6/6,positive,happy
558,服装类,92.0,0.0,0.0,0.0,一曲红尘 - 艾歌,129.1992188,Pop,国语,2016/7/8,positive,peaceful
559,服装类,693.0,0.0,0.0,0.0,不配怀念 (DJ69、DJ虞姬、DJ锋锋版) - 69、虞姬、锋锋,129.1992188,Dance,国语,2020/3/24,negative,peaceful
560,服装类,16.0,0.0,0.0,0.0,Right Now (Na Na Na) - am1r,135.9991776,hiphop,英语,2008/11/25,negative,mad
561,服装类,127.0,0.0,0.0,0.0,小さい春 - Andre Gagnon,107.6660156,blues,,,,sad
562,服装类,693.0,0.0,0.0,0.0,不配怀念 - 虞姬、锋锋,129.1992188,Dance,国语,2020/3/24,negative,happy
563,服装类,148.0,0.0,0.0,0.0,最美的伤口 (片段) - 北北、舟一、王玉萌,95.703125,hiphop,,,,peaceful
564,服装类,32.0,0.0,0.0,0.0,少年 - 梦然,89.10290948,Pop,国语,2019/11/14,positive,peaceful
565,服装类,444.0,0.0,0.0,0.0,Kimi No Toriko (VersiDJRemix) - 未知,103.359375,Dance,印尼语,2020/2/24,,happy
566,服装类,73.0,0.0,0.0,0.0,我原以为 (片段) - 师硕晗,61.5234375,country,国语,2020/2/4,positive,sad
567,服装类,67.0,0.0,0.0,0.0,最后最后还是放开了手 (完整原版) - 苏名哲,129.1992188,Pop,国语,2020/7/2,negative,happy
568,服装类,487.0,0.0,0.0,0.0,快速换装 (热播版) - 安浩凯,161.49902340000003,Dance,国语,2020/7/1,,sad
569,服装类,4.0,0.0,0.0,0.0,Vitas《Mama》音轨精曲抒情慢摇 (DJ版) - DJ,135.9991776,hiphop,,,,happy
570,服装类,265.0,0.0,0.0,0.0,всю жизнь - мавлан музыка,117.4538352,Pop,英语,2018/9/4,negative,happy
571,服装类,32.0,0.0,0.0,0.0,不爱我就别伤害我 - 叶筱萱、亚喃,86.1328125,hiphop,国语,2019/8/22,negative,sad
572,服装类,208.0,0.0,0.0,0.0,Wanna Be Starting Something - T Stars Deluxe,103.359375,hiphop,英语,2009/10/6,negative,happy
573,服装类,2006.0,0.0,0.0,0.0,入戏太深 (DJ kene版) - 承利、kene,129.1992188,hiphop,,,,happy
574,服装类,108.0,0.0,0.0,0.0,夏天的风 - 刘瑞琦,129.1992188,Pop,国语,2020/4/16,positive,peaceful
575,服装类,37.0,0.0,0.0,0.0,有何不可 - 紫陌,99.38401442,hiphop,国语,2009/1/10,positive,happy
576,服装类,0.0,0.0,0.0,0.0,错失风雅 - 伊格赛听、鹿一君、涵木之,135.9991776,Pop,国语,2020/6/6,positive,happy
577,服装类,13000.0,89000.0,136.0,1120.0,A Thousand Miles - Josh Vietti,95.703125,Pop,纯音乐,2012/10/30,negative,happy
578,服装类,42.0,0.0,0.0,0.0,知否知否 - 胡夏、郁可唯,78.30255682,Soundtrack,国语,2019/1/16,negative,sad
579,服装类,29.0,0.0,0.0,0.0,酒吧气氛土嗨 - 宋艳娇,129.1992188,Pop,纯音乐,2020/5/7,negative,sad
580,服装类,487.0,0.0,0.0,0.0,快速换装 - 安浩凯,161.49902340000003,Rock,英语,2020/7/10,negative,sad
581,服装类,160.0,0.0,0.0,0.0,Better Together - Jack Johnson,123.046875,hiphop,,,,mad
582,服装类,504.0,0.0,0.0,0.0,父亲写的散文诗 (时光版) - 许飞,129.1992188,Pop,国语,2016/6/17,positive,sad
583,服装类,3350.0,0.0,0.0,0.0,말해! 뭐해? (说！干什么？) - K.Will,80.74951172,rock,,,,happy
584,服装类,17.0,0.0,0.0,0.0,Dancing With Your Ghost - Sasha Sloan,75.99954044,Pop,英语,2019/6/28,negative,mad
585,服装类,140.0,0.0,0.0,0.0,You - Approaching Nirvana,129.1992188,Electronica,纯音乐,2012/3/24,positive,mad
586,服装类,509.0,0.0,0.0,0.0,微笑吧 (女生版) - 毛小国,129.1992188,Pop,国语,2020/5/18,positive,happy
587,服装类,824.0,0.0,0.0,0.0,苏幕遮 - 张晓棠,117.4538352,pop,,,,happy
588,服装类,66.0,0.0,0.0,0.0,有你的快乐 (片段) - 彤仔儿,112.3471467,blues,国语,2008/5/6,negative,peaceful
589,服装类,215.0,0.0,0.0,0.0,粉红情歌 - 蓝若兮,161.49902340000003,Pop,国语,2014/5/25,positive,happy
590,服装类,98.0,0.0,0.0,0.0,坦坦荡荡活人间 - 蒋婴,123.046875,Pop,国语,2019/11/8,positive,happy
591,服装类,64.0,0.0,0.0,0.0,成都 - 赵雷,184.5703125,blues,,,positive,sad
592,服装类,234.0,0.0,0.0,0.0,人间 (片段) - 林子,129.1992188,Pop,纯音乐,2020/6/18,positive,happy
593,服装类,1318.0,0.0,0.0,0.0,萨克斯男唱 - 志泽、虞姬,129.1992188,hiphop,,,,happy
594,服装类,234.0,0.0,0.0,0.0,对面的小姐姐 (完整DJ原版) - 王Music,95.703125,Dance,国语,2020/6/28,negative,happy
595,服装类,194.0,0.0,0.0,0.0,恋人心 - 魏新雨,161.49902340000003,blues,国语,2014/6/16,negative,sad
596,服装类,713.0,0.0,0.0,0.0,火影卡点 - 安筱冷,129.1992188,EasyListening,纯音乐,2011/10/30,positive,happy
597,服装类,1879.0,0.0,0.0,0.0,Early Morning Dreams (Kled Mone Remix) - Kadebostany,103.359375,Dance,英语,2017/10/8,negative,happy
598,服装类,41.0,0.0,0.0,0.0,没有你陪伴真的好孤单 - 梦然,83.35433468,Pop,国语,2013/9/22,positive,happy
599,服装类,189.0,0.0,0.0,0.0,Beautiful Now - Zedd、Jon Bellion,129.1992188,Dance,英语,2015/5/15,positive,peaceful
600,服装类,131.0,0.0,0.0,0.0,君を忘れてた - Falcom Sound Team jdk,143.5546875,country,纯音乐,2007/9/27,positive,peaceful
601,服装类,107.0,0.0,0.0,0.0,微笑吧 - 未知,129.1992188,Pop,国语,2020/4/8,positive,sad
602,服装类,50.0,0.0,0.0,0.0,孤单坠爱 (DJ版) - 庄心妍,129.1992188,Dance,其他,2016/11/11,positive,happy
603,服装类,428.0,0.0,0.0,0.0,太迟 - 王茗,103.359375,Pop,国语,2020/3/19,positive,sad
604,服装类,94.0,0.0,0.0,0.0,画皮 - 未知,172.265625,Pop,国语,2020/1/17,positive,happy
605,服装类,106.0,0.0,0.0,0.0,情人 - 蔡徐坤,86.1328125,Pop,国语,2020/5/24,positive,happy
606,服装类,528.0,0.0,0.0,0.0,人的这一生 - 伊笑,95.703125,Pop,国语,2020/6/7,negative,happy
607,服装类,32.0,0.0,0.0,0.0,第一次 (Live) - 光良,107.6660156,Pop,国语,2018/2/17,negative,happy
608,服装类,0.0,0.0,0.0,0.0,Caged Bird (Outro) - Alicia Keys,123.046875,blues,其他,2019/2/15,,sad
609,服装类,462.0,0.0,0.0,0.0,爱出发 - TFBOYS,129.1992188,Pop,国语,2013/10/4,positive,sad
610,服装类,35.0,0.0,0.0,0.0,好久不见 - 音浪老师,151.99908090000002,Pop,国语,2007/4/24,positive,sad
611,服装类,297.0,0.0,0.0,0.0,Homage - Mild High Club,73.828125,Alternative,英语,2016/8/26,negative,peaceful
612,服装类,288.0,0.0,0.0,0.0,萨斯给 - 阿吉野马,129.1992188,Pop,国语,2018/10/17,positive,happy
613,服装类,56.0,0.0,0.0,0.0,你是我拒绝别人的理由 (DJ Candy版) - 赵霏儿,129.1992188,hiphop,,,,happy
614,服装类,35.0,0.0,0.0,0.0,空空如也 - 蔡妍,151.99908090000002,Pop,国语,2010/8/18,positive,happy
615,服装类,35.0,0.0,0.0,0.0,素颜 (Feat.文韬) - 宋雅萌,86.1328125,blues,,,,sad
616,服装类,767.0,0.0,0.0,0.0,夏天的风 - 枫宇辰、兰妮,129.1992188,Pop,国语,2020/4/16,positive,peaceful
617,服装类,807.0,0.0,0.0,0.0,Industrial Unrest - Jenny Agutter,117.4538352,rock,,,,mad
618,服装类,544.0,0.0,0.0,0.0,船歌 - 纯音乐,161.49902340000003,Folk,国语,2004/4/22,positive,happy
619,服装类,322.0,0.0,0.0,0.0,对手 (Live片段) - 宋立伟,99.38401442,pop,国语,2020/6/14,positive,peaceful
620,服装类,94.0,0.0,0.0,0.0,画皮 - 小浅,172.265625,Pop,国语,2020/1/17,positive,happy
621,服装类,66.0,0.0,0.0,0.0,震撼你心 (DJ版) - 新旭,129.1992188,Pop,国语,2019/6/12,positive,happy
622,服装类,224.0,0.0,0.0,0.0,最美的伤口 - 张禾禾、大石桥联盟蓝天晨、雨萱、北北,95.703125,hiphop,国语,2020/1/1,positive,peaceful
623,服装类,406.0,0.0,0.0,0.0,我从草原来 (Live片段) - 苏晗,89.10290948,Pop,国语,2010/9/30,positive,happy
624,服装类,284.0,0.0,0.0,0.0,Nevada - Vicetone、Cozi Zuehlsdorff,129.1992188,Dance,英语,2016/6/24,negative,mad
625,服装类,34.0,0.0,0.0,0.0,Don't Play - Jaeger,103.359375,Pop,国语,2017/1/1,positive,peaceful
626,服装类,111.0,0.0,0.0,0.0,La Banda - 者思范Remix,123.046875,Dance,纯音乐,2015/4/21,negative,mad
627,服装类,3540.0,0.0,0.0,0.0,男人绝不认输 (DJ版) - 万一,129.1992188,Pop,国语,2016/4/23,negative,mad
628,服装类,38.0,0.0,0.0,0.0,As Long As You Love Me (Acoustic) - Justin Bieber,135.9991776,Folk,英语,2012/11/2,negative,happy
629,服装类,17.0,0.0,0.0,0.0,莫问归期 (DJ徐子杨版) - 蒋雪儿,129.1992188,hiphop,,,,happy
630,服装类,18.0,0.0,0.0,0.0,喜欢你 - G.E.M.邓紫棋,135.9991776,Pop,国语,2002/9/1,positive,mad
631,服装类,340.0,0.0,0.0,0.0,僕が死のうと思ったのは (曾经我也想过一了百了) - 中島美嘉,83.35433468,rock,国语,2017/3/31,,mad
632,服装类,34.0,0.0,0.0,0.0,동거 (同居) - 秋天假期,117.4538352,Pop,韩语,2010/10/7,positive,peaceful
633,服装类,38.0,0.0,0.0,0.0,As Long As You Love Me - Justin Bieber,135.9991776,Pop,英语,2012/6/15,positive,happy
634,服装类,54.0,0.0,0.0,0.0,我爱你不问归期 (片段) - 半吨兄弟,80.74951172,metal,国语,2020/4/17,positive,happy
635,服装类,6.0,0.0,0.0,0.0,最佳说唱 - 马阿俊,89.10290948,hiphop,其他,2019/10/31,,happy
